filename	date	plate	index	control_1_mutant_0	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	tp53inp1_nwt	tp53inp1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_D08	201028	1	NE337		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	12.386343	.7486512	.28540829	.5444736	1.2470656	1	2	51	290142	5921	6129	15889	4843	49	4.845e+09	2	2604111	99318	104	220	147	137	112	589138	9280	13009.28	11633.259	1.21e+08	217.5458	1.81e+07	0	4187.353	1022827	1405924	23_TP53INP1	1	4	2	4.766667	4	1	11	.6415176	.258978	.4917708	1.281552	.0797442	-.9704581	-.8749908	-.1359107	-.4378726	-.2693702	-1.236652	.574666	.271448	.5378253	.6781535	.6347654	.5649717	-.393196	-.393196	-.1281146	.6744897	.3154405	.705366	.5285937	-.8192893	-.8538215	-1.11002	-.5854392	-.8278297	1.121357
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_D02	201028	1	NE296		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.6946646	1	2	12.00201	0	.17441618	.4423848	.5455912	1	10	10	403456	8069	10226	16381	5003	50	6.943e+09	2	3441511	153689	119	238	202	135	52	530388	3823	13992.309	13580.751	5.35e+07	-947.9044	-7.16e+07	8	3975.249	972463.4	1328404	23_TP53INP1	1	4	1	2.083333	4	1	11	-.3636737	-.2702648	-.0265564	-.2699041	-.2303799	.3066748	-.5105744	-2.663989	-1.380882	-.7207839	-2.111271	.4657712	-.2233594	-.5995035	-.6490918	-.2473322	-1.205768	-.3670359	.4063765	1.341952	2.816542	.9261483	.7857075	.6592913	-.2899629	.214577	-.5710568	-.1588508	.9076226	.9936602
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_D05	201028	2	NE380		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.9234806	1	2	6.7017794	.7486512	.45982446	.5444736	1.0132408	1	45	94	430813	6430	5532	13390	3781	67	5.713e+09	1	4674312	154043	161	303	148	124	106	530368	7935	14209.182	13146.074	1.13e+08	-251.495	-7309012	71	4144.15	999379.9	1326849	23_TP53INP1	1	4	2	8.533334	4	1	11	.3636737	.0163483	-.0478141	.0533578	.0106215	.0284883	-.4007605	-.1359107	-.7148396	-.2693702	-.1750964	-1.074143	-.2473322	.4137329	.3821831	.4586137	-.0934055	.6072435	.5999438	.1281146	.177363	.5567915	.264672	.0547838	.5426386	.2270455	1.192642	1.076836	-.7857075	.4129931
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_D02	201028	3	NE419		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.0160688	0	1	13.121583	.2722368	.28540829	.4083552	1.94854	1	35	133	606998	7058	6817	11561	3651	86	6.698e+09	1	5689090	214310	155	350	179	124	198	693745	15100	21660.067	19328.762	3.27e+08	378.6261	1.36e+08	22	4293.639	1078918	1484879	23_TP53INP1	1	4	3	11.7	4	1	11	1.110116	.7445865	1.05293	-.2478437	.421036	.0969989	.2386158	-1.410808	-.0292644	-.9024924	-1.236652	.8416212	.9925481	1.531761	1.460379	1.877387	1.611932	1.509904	1.472905	.6293404	.9641885	.8023853	.0304249	.0060841	1.11002	1.372516	.8894032	1.825264	.2709782	.4129931
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_D01	201028	3	NE411		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.0142123	0	1	14.882431	.170148	.42811243	.3062664	.7014744	1	27	125	344957	6634	5498	24712	6164	52	8.064e+09	1	3193645	144001	133	192	163	128	163	526530	13158	17447.51	14942.772	2.30e+08	1004.71	8.88e+07	31	4067.723	940881.4	1297839	23_TP53INP1	1	4	3	11.23333	4	1	11	.0478141	-.6339906	-.2632306	-.7186763	-.6546209	-.8829325	-.261302	-1.744448	-1.054118	-1.268461	-.2996046	1.281552	-.2957227	1.205768	1.281552	1.205768	1.281552	-.264672	.0669746	.2772953	.1281146	1.156265	2.252799	1.404419	-.4870631	-.0060841	-.0182532	-1.121357	-.264672	.5567915
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_D03	201028	1	NE304		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	9.8881802	.2382072	.45982446	.4764144	1.169124	1	18	18	496704	7096	6640	18436	5568	70	8.817e+09	2	4658638	166337	160	246	191	117	136	451502	11400	12794.706	11694.766	1.46e+08	-64.88334	4.25e+07	16	3861.954	857275.7	1163436	23_TP53INP1	1	4	1	2.55	4	1	11	-.8221053	-1.19924	-1.110116	-.4405008	-1.236961	.8497671	-.5485223	-1.524383	-.5367509	-.5773448	-.1750964	-.0692036	-.8007855	.9012755	.9736456	.8169562	.9925481	.8804035	.9641885	.6744897	.8894032	1.404419	1.312592	.9837413	.5285937	.4870631	1.121357	.0243386	.6219411	-.0365124
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_H04	201028	1	NE313		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.7764562	1	2	18.439584	4.593996	.52324853	.340296	1.0132408	1	27	27	462726	6706	5099	15508	4645	69	6.796e+09	1	4876262	179289	149	282	191	114	132	566950	10443	19910.776	17629.936	2.08e+08	503.4863	3.62e+07	29	3909.548	952276	1315245	23_TP53INP1	1	4	1	3.2	4	1	11	-.5775628	-.481115	-.1546229	.2920966	.6678376	-.0398888	-.3302275	.1750964	-.7148396	-1.166919	-.0145177	2.114381	.0934055	.8499573	.9012755	1.092944	.9368471	.8023853	.8192893	.3800834	-.1281146	.8364307	.6592913	.4196279	.6898456	.6744897	.705366	.728971	.6219411	-.2772953
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_H02	201028	2	NE363		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	18.085125	1.3952136	.47568048	.2382072	2.4161896	1	28	77	565887	6657	5940	14344	4026	85	8.308e+09	2	7348098	254883	160	325	250	133	208	837190	16758	14480.674	12777.096	2.43e+08	427.055	1.27e+08	83	4437.358	1148004	1550615	23_TP53INP1	1	4	2	6.85	4	1	11	1.855258	1.319636	1.445544	1.698774	1.034618	.0627068	.4488931	.1456852	.0829992	-1.642985	-.1115289	1.865803	1.813418	1.704048	1.704048	1.255486	1.460379	1.437819	1.312592	.3154405	.4870631	1.257044	.4063765	.1897378	1.736224	1.931688	1.121357	1.529205	2.017059	.8023853
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_H01	201028	3	NE415		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	12.571318	.2382072	.50739251	.340296	1.2470656	1	31	129	532749	6659	6457	19352	5524	80	9.890e+09	1	4777773	181506	160	269	178	126	107	586887	7746	15037.119	14862.921	1.16e+08	-1317.59	-2.34e+07	0	4096.367	1059822	1378633	23_TP53INP1	1	4	3	11.46667	4	1	11	.1117559	.5945057	.2522505	.4760447	.6220663	-.988869	-.0825485	-1.524383	-.4378726	-1.166919	-.0532547	.6369799	.2593712	.4392711	.3448162	.5378253	-.3572158	1.284323	1.156265	.3282556	.8023853	1.931688	1.509904	.9641885	.6293404	.7529894	1.121357	.4870631	.2083554	.4870631
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_D06	201028	2	NE387		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.9520333	1	2	8.4441281	.680592	.22198422	.2722368	.9352992	1	3	101	421517	6109	5826	14591	5485	69	5.840e+09	1	4861008	158234	172	290	198	106	194	620486	15772	18683.068	16369.835	2.95e+08	665.9263	1.37e+08	12	4213.651	1012001	1324427	23_TP53INP1	1	4	3	9.233334	4	1	11	.7926769	.1697365	-.0797442	.1498904	.197776	-.2123703	-.9077032	-.2743915	-.7992861	-1.424022	-1.767049	-.5645002	.5244005	1.495118	1.611932	1.460379	1.704048	.8023853	.4870631	-.0547838	.393196	.5999438	.45984	.9261483	.6744897	.3411247	1.509904	.8804035	.7692455	-.6442436
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_D04	201028	2	NE372		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	6.9340925	.7826808	.12684813	.5785032	1.2470656	1	37	86	416475	7858	5999	16386	5304	53	7.138e+09	1	3475509	154256	134	278	132	116	136	624120	10167	13616.123	12540.061	1.38e+08	-175.998	2.54e+07	18	3952.839	976246.6	1323858	23_TP53INP1	1	4	2	7.666667	4	1	11	-.4443637	-.2253087	-.0904041	-.1176021	.3864647	-1.007621	-.7524934	-.0726496	-.4378726	-.1652771	-2.5246	-1.029067	.592541	.9012755	.8169562	.7690553	.7077995	-.2083554	.45984	1.180342	.5426386	.9641885	.8023853	.8364307	-.264672	.2395494	.0426012	.6367744	-1.217797	-.1158556
InsH2Bfabp_CD15_09dpf_VAST02_plate03_TP53INP1_201028_H02	201028	3	NE422		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	11.470789	.6465624	.25369626	.2382072	.779416	1	38	136	316213	6588	5628	13216	4005	48	4.000e+09	1	3928155	136780	131	232	191	112	44	610830	3008	12656.513	13974.064	3.81e+07	-2717.605	-9.15e+07	0	4030.51	973824.2	1304912	23_TP53INP1	1	4	3	11.91667	4	1	11	-.1117559	-.258978	-.2086189	.0640428	-.4094582	-.0512944	.3888753	-.3454851	-.9570909	-1.642985	-1.540034	.2982436	.4457	-.8088444	-.9550847	-.5110696	-1.611932	-.4329535	-.0791753	.2270455	.264672	-.0304249	.2270455	.1650152	.1281146	-.1897378	-.0791753	-.3411247	.6219411	-.4129931
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_H06	201028	2	NE391		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	9.3733808	.8847696	.26955227	.510444	1.4808904	1	7	105	529409	6536	7373	10978	3696	81	5.650e+09	1	6504292	205034	146	312	269	107	48	432677	3264	15296.912	14662.54	4.99e+07	-836.7358	-8.76e+07	20	4104.069	1006408	1324486	23_TP53INP1	1	4	3	9.483334	4	1	11	.1224503	.1037203	-.0690934	-.1823359	-.165381	-1.046231	.1378602	.0096783	-.2362617	-.4130954	-1.385096	-.2982436	-.9925481	-.6929004	-.8333433	-.3324693	-1.460379	1.312592	1.11002	.1897378	1.472905	.4870631	-.0913878	.0182532	1.312592	1.284323	.5854392	1.205124	2.443065	-.5567915
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_D06	201028	1	NE323		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.7392414	1	2	9.6960139	.7486512	.33297634	.5785032	1.0132408	1	37	37	694310	7013	8362	12799	4637	99	8.307e+09	1	9655474	274860	143	440	280	114	232	676088	18400	20325.665	17327.3	3.74e+08	1252.245	2.06e+08	29	4027.687	991364.8	1285846	23_TP53INP1	1	4	1	3.8	4	1	11	-.1224503	-.0927692	-.3636737	.074735	.1010742	.9345893	-.6403735	-.1359107	-.7148396	-.1652771	-.9394683	-.1562169	.8839111	1.950112	1.877387	2.269206	2.13749	1.931688	1.858438	.5999438	1.931688	1.230669	.1897378	.4063765	2.252799	2.120302	.4802242	2.816542	2.816542	-.2772953
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_H04	201028	2	NE376		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	7.2825623	.6465624	.25369626	.5444736	1.4808904	1	41	90	319891	8886	6119	10383	3373	36	3.426e+09	1	2910161	108978	131	227	133	107	64	487667	5392	13209.867	11516.124	7.12e+07	547.3572	-3.01e+07	144	3974.55	952724.6	1288807	23_TP53INP1	1	4	2	8.083333	4	1	11	-.3750449	-.468915	-.3523494	-.4880253	-.9478215	-.5707313	-1.368829	-.3454851	-.2362617	-.2693702	-1.540034	-.8919611	-.6205683	-.3821831	-.3324693	-.0233196	-.4978289	-1.192642	-.0426012	1.736224	.651749	-.1897378	-.2021419	-.1036139	-.6592913	-.7369298	-.0791753	-.4329535	-1.168219	-.5567915
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_D07	201028	1	NE331		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	10.17643	.85074	.57081658	.4423848	.9352992	1	45	45	408736	8515	6999	18777	5063	48	7.389e+09	1	3635709	152500	122	238	175	130	49	660096	4608	16207.513	13337.55	7.47e+07	1535.599	-4.76e+07	0	3897.857	955191.9	1297151	23_TP53INP1	1	4	1	4.4	4	1	11	-.6156348	-.4447205	-.2742425	-.325661	-.2577366	-1.172718	-1.26425	-.0193574	-.7992861	-.7207839	.0677986	.017288	.7534779	-.656305	-.5110696	.0583267	-.7690553	-.4329535	.4463564	1.472905	1.13284	1.003678	1.341952	.7369298	-.1036139	.177363	-.4329535	-.1588508	.0852799	.6592913
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_D01	201028	1	NE289		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	8.8312652	.680592	.33297634	.6465624	1.0911824	1	3	3	465622	6847	7006	19314	6290	68	9.127e+09	1	5076744	165873	131	276	202	105	175	556019	14959	20220.451	17362.853	3.02e+08	1107.808	1.34e+08	1	4019.493	955834.9	1341638	23_TP53INP1	1	4	1	1.666667	4	1	11	-.2086189	-.4327211	.0584504	.6913244	.1224503	-.2007308	-.1935973	-.2743915	-.6233205	.0387221	-.9394683	-.4851271	.0349833	1.322365	1.427318	1.531761	1.570585	.705366	.8364307	.50081	1.156265	1.590818	1.472905	1.509904	.7692455	.4734077	-.0791753	.5926759	.9076226	-.7131901
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_H05	201028	2	NE383		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.5160177	1	2	7.2825623	.6125328	.33297634	.4764144	1.169124	1	48	97	336937	7658	6733	22536	8404	44	7.321e+09	1	3680977	127864	107	264	201	135	124	528116	8890	13516.238	12838.542	1.20e+08	-605.1679	3643371	26	3910.655	945143.1	1273076	23_TP53INP1	1	4	2	9	4	1	11	-.5526422	-.5559269	-.3979352	-.3482405	-.6092287		-1.301807	-.4395933	-.5367509	-.5773448	-.9394683	-.8919611	-.271448	.7153082	.592541	.592541	.1757821	-.7369298	.0426012	.9641885	.9261483	.9837413	1.793985	2.017059	-.0669746	-.3670359	-.9641885	.4129931	.8714744	.9936602
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_H07	201028	1	NE334		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	14.019757	1.0889472	.41225642	.6465624	1.94854	1	48	48	462104	6509	5587	16966	5999	71	7.568e+09	1	4214738	198192	147	280	170	133	45	628912	3195	15925.384	15477.6	5.09e+07	-1107.44	-9.60e+07	2	4209.352	1046454	1410156	23_TP53INP1	1	4	1	4.583333	4	1	11	.7639194	.468915	.5158886	0	.0904041	-1.3492	-.0384884	.1310283	-.0292644	.0387221	-.402578	1.043857	.6205683	-.7612435	-.9012755	-.320173	-1.813418	.9168461	.7857075	.1650152	.2270455	1.024021	.9261483	1.284323	.264672	1.156265	.6367744	.6898456	-.1036139	.8023853
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_D05	201028	1	NE317		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	0	0	1	11.041179	.170148	.38054438	.2041776	.5455912	1	31	31	446485	7568	7676	14809	4701	59	6.386e+09	1	4697505	156815	157	259	190	107	31	828093	1619	14293.036	13291.084	2.31e+07	-327.6164	-9.86e+07	14	4147.264	1042491	1459951	23_TP53INP1	1	4	1	3.433333	4	1	11	.4094582	.4447205	.7926769	1.013884	.6546209	-1.066133	.1267695	-1.744448	-1.380882	-1.958315	-.6295981	.1913188	1.656234	-1.125292	-1.365509	-.8668093	-1.877387	.1588508	.6592913	.9261483	1.590818	.7369298	.5567915	.4530879	.5567915	.2772953	.954549	.3026771	.5782331	-.5567915
InsH2Bfabp_CD15_09dpf_VAST02_plate01_TP53INP1_201028_H03	201028	1	NE306		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.6521413	1	2	10.368596	.4083552	.26955227	.510444	.6235328	1	20	20	204392	7300	9334	10633	4435	28	2.195e+09	1	2436593	85072	109	168	166	107	44	377202	2813	14345.964	12731.208	4.04e+07	342.9688	-7.49e+07	66	3745.403	851892.4	1150755	23_TP53INP1	1	4	1	2.7	4	1	11	-1.28397	-1.269261	-1.171183	.042679	-1.28397	.7860842	.2726949	-.9245263	-1.162244	-.4130954	-1.385096	.0518845	-1.495118	-.8088444	-1.031459	-.4457	-1.281552	-1.635512	-.9261483	.7692455	2.252799	-.6293404	-.1281146	.3026771	-.9076226	-1.13284	-.9168461	-1.635512	-.2270455	-.5567915
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_H07	201028	2	NE398		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	9.7218505	.9187992	.34883235	.2041776	1.3250072	1	14	112	733854	8154	6996	14391	4465	90	1.066e+10	2	6832090	220727	165	324	204	121	45	375920	3214	22171.373	21361.541	7.13e+07	-1352.637	-1.43e+08	18	4329.723	1191339	1494165	23_TP53INP1	1	4	3	10.06667	4	1	11	1.308576	1.735746	1.110116	1.576574	1.918207	.1659684	.3535393	.0484094	-.3379398	-1.958315	-.8251853	-.1126036	-1.531761	-.7612435	-.8668093	-.011659	-2.269206	1.683734	2.120302	1.404419	1.11002	2.252799	.4196279	.3411247	1.372516	1.437819	1.270565	1.437819	1.034354	.2520908
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_D08	201028	2	NE401		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	1	1	2	4.1463345	.5785032	.44396845	.3743256	.6235328	1	17	115	144527	4380	3421	6723	2806	33	9.654e+08	1	2374195	92710	114	171	149	128	1	579237	112	9481.9464	10042.719	1061978	-1555.098	-8.32e+07	212	3747.187	798508	1036465	23_TP53INP1	1	4	3	10.4	4	1	11	-1.260117	-1.735746	-1.657306	-1.576574	-1.918207	-.7254405	-1.619856	-.5433736	-1.162244	-1.067571	-.2294324	-2.114381	.2233594	-2.600739	-2.458459	-2.13749	-1.427318	-1.284323	-1.509904	-1.11002	-1.341952	-1.205124	-.8364307	-.5077189	-.9641885	-.9641885	-.7529894	-1.491149	-.7529894	.5567915
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_D09	201028	2	NE406		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.7524032	1	2	6.5856228	.680592	.28540829	.510444	1.169124	1	22	120	382877	6601	4338	15282	4756	58	5.889e+09	1	5573427	188363	156	280	188	120	109	723274	7215	15735.445	15726.523	1.14e+08	-1571.993	-3.63e+07	93	4241.431	1027747	1379740	23_TP53INP1	1	4	3	10.81667	4	1	11	.8832178	.3387705	.2632306	-.074735	.1546229	.0741273	-.3535393	-.2743915	-.5367509	-.4130954	-1.236652	-1.121514	1.158864	.4716042	.1995143	.4846749	-.6064951	.097499	.264672	.2520908	-.5999438	.6293404	.5999438	.50081	1.003678	.8894032	.9168461	.6898456	.5077189	.1650152
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_D02	201028	2	NE360		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.0160665	0	1	11.464199	.8847696	.63424064	.2722368	.5455912	1	25	74	286318	6817	5987	8368	2921	42	2.460e+09	1	3703325	124130	122	223	172	122	74	604675	5168	19699.819	17729.146	1.02e+08	183.0801	-7.10e+07	75	4125.448	1051837	1446657	23_TP53INP1	1	4	2	6.533333	4	1	11	.2413007	.5181583	.7082121	.536679	.3130571	-.517875	-.4980894	.0096783	-1.380882	-1.424022	.1310283	.2712394	.3696707	-.2114218	-.3821831	.320173	-1.158864	-.8450942	-.4196279	.4734077	.5146521	-.5710568	-.5710568	-.4463564	-.0182532	-.4870631	-.4329535	-.5146521	-.0426012	.3090526
InsH2Bfabp_CD15_09dpf_VAST02_plate02_TP53INP1_201028_H09	201028	2	NE407		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	9	.0146763	0	1	7.0502491	.3062664	.42811243	.4083552	1.0911824	1	23	121	166493	3619	3569	10159	3131	46	1.488e+09	1	1554540	76656	95	223	130	86	136	327428	10357	12891.3	11622.265	1.34e+08	111.6941	3.10e+07	39				23_TP53INP1	1	4	3	10.93333	4	1	11								-1.279355	-.6233205	-.9024924	-.2996046	-.9446696	-1.656234	.9012755	.8668093	.7228575	.8499573	-.5426386	-1.230669	-1.509904	-1.13284	-.9641885	-.264672	-.264672	-1.472905	-1.404419	-1.388291	-.5146521	-1.257044	-1.472905
InsH2Bfabp_CD15_10dpf_VAST02_plate04_TP53INP1_201029_E03	201029	4	NE443		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	10	1	1	2	11.800948	.510444	.47568048	.4764144	.4676496	1	10	157	347094	6806	5729	16274	5437	51	5.506e+09	1	4742974	151894	144	240	175	116	120	720970	8781	17771.1	16769.189	1.56e+08	-686.6103	-5750406	12				23_TP53INP1	1	5	4	1.6	5	1	11								-.6414421	-1.763471	-.5773448	-.1115289	.3899795	1.136341	.6781535	.5787014	.9189159	-.0233196	-.3282556	.0791753	.45984	.3411247	.4463564	.7529894	.8894032	.5999438	.140393	.5146521	-.1097327	.0852799	-.1158556
InsH2Bfabp_CD15_10dpf_VAST02_plate04_TP53INP1_201029_D01	201029	4	NE428		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	10	.7652477	1	2	13.341689	.7826808	.45982446	.6125328	2.727956	1	44	142	669235	8923	6930	16420	5765	75	1.029e+10	1	6880682	208065	188	310	203	124	101	795720	7557	19604.798	17917.439	1.48e+08	-119.6658	-2.69e+07	1				23_TP53INP1	1	5	3	.625	5	1	11								-.0726496	.136975	-.0532547	-.1750964	.9049021	1.570585	.326315	.2593712	.8668093	-.4200915	1.13284	1.635512	1.793985	1.044798	2.120302	.8364307	1.087765	1.437819	1.312592	1.893793	1.168219	.9739183	.4129931
InsH2Bfabp_CD15_10dpf_VAST02_plate04_TP53INP1_201029_C01	201029	4	NE427		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	10	1	1	2	7.8390402	.2041776	.38054438	.4423848	1.169124	1	43	141	198657	4415	4733	13708	5828	45	3.233e+09	1	2010	755	15	18	16	12	86	377428	7166	14251.739	12663.755	1.02e+08	323.1572	-1.24e+07	41	3977.206	837163.1	1063426	23_TP53INP1	1	5	3	.5666667	5	1	11	-.3523494	-1.402153	-1.476423	-1.614666	-.7014042	-1.623206	-.9244287	-1.661939	-.5367509	-.7207839	-.6295981	-.669074	-1.460379	.0408169	.1639539	.3448162	-.1995143	-.6293404	-.9837413	-1.066035	-.3800834	-.2520908	.3026771	1.13284	-2.443065	-2.443065	-2.443065	-2.443065	-2.443065	-2.443065
InsH2Bfabp_CD15_10dpf_VAST02_plate04_TP53INP1_201029_F01	201029	4	NE430		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	10	0	0	1	13.561795	.7146216	.57081658	.6125328	3.117664	1	46	144	507701	8323	7790	17170	5078	61	8.268e+09	2	5510499	198059	151	304	162	134	17	857222	980	12850.599	12674.942	1.26e+07	-1090.323	-1.02e+08	28	4148.256	1221785	1494464	23_TP53INP1	1	5	3	.7333333	5	1	11	.4326704	1.97891	1.130004	2.071652	1.61675	-1.268707	-1.240171	-.2046599	.1715221	-.0532547	.0677986	.9859902	2.034905	-1.550881	-1.656234	-1.181991	-1.950112	.264672	1.024021	1.437819	1.793985	1.205124	1.024021	.7692455	.9449974	1.13284	.7774502	1.11002	-.2836234	.8984756
InsH2Bfabp_CD15_10dpf_VAST02_plate04_TP53INP1_201029_A03	201029	4	NE440		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	10	1	1	2	20.825292	1.7355096	.42811243	.9868584	3.117664	1	7	154	898159	9165	7783	9405	2191	98	8.613e+09	1	10327061	295671	199	374	253	134	95	952099	6855	18455.534	16666.469	1.27e+08	111.1444	-3.41e+07	0	4684.247	1330139	1725752	23_TP53INP1	1	5	4	1.416667	5	1	11	2.859934	2.851758	2.491741	2.858587	1.989825	2.277988	1.240171	.1652771	.1715221	.1652771	-.2996046	2.3136	2.269206	.2353289	.1168527	.6781535	-.5378253	1.858438	2.816542	1.931688	1.736224	1.341952	-.4063765	-.8023853	2.443065	2.443065	2.181774	2.252799	2.120302	.8984756
InsH2Bfabp_CD15_10dpf_VAST02_plate04_TP53INP1_201029_E01	201029	4	NE429		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	10	0	0	1	11.14063	.6465624	.3964004	.340296	2.1044232	1	45	143	520361	7767	7707	7815	2180	67	4.019e+09	1	6459061	202194	166	242	210	155	60	748542	4983	13060.429	13086.601	6.51e+07	-1334.638	-5.43e+07	57	4320.334	1051927	1467922	23_TP53INP1	1	5	3	.6833333	5	1	11	1.236961	.5306633	.8522636	.7465767	.6220663	-.9523705	-.473348	-.3454851	.024386	-1.166919	-.5266227	.226658	1.281552	-.4650991	-.4586137	-.081702	-.9189159	.6072435	1.087765	1.087765	1.683734	-.0182532	-.6442436	-.8192893	1.284323	1.257044	1.327129	-.0608781	1.168219	1.931688
InsH2Bfabp_CD15_10dpf_VAST02_plate04_TP53INP1_201029_B01	201029	4	NE426		insH2Bfabp	CD15	TP53INP1	1	0	0	2	1	10	1	1	2	11.690895	.7146216	.38054438	.510444	1.0132408	1	42	140	199811	4757	3797	5510	2100	42	1.118e+09	1	2746393	102887	121	193	168	89	85	640958	5856	14212.219	13735.11	8.32e+07	-898.2844	-4.36e+07	30	4318.417	1091853	1499608	23_TP53INP1	1	5	3	.4833333	5	1	11	1.192537	.8494118	1.192537	.2588582	.5712996	-1.472414	-.160094	-.2046599	-.7148396	-.4130954	-.6295981	.371393	.6781535	.0058294	-.187635	.1285997	-.7077995	-.8450942	-.9449974	-.8192893	-1.003678	-1.13284	-1.044798	-.8538215	-.7210581	-.8023853	-.5077189	-1.076836	-.177363	-1.372516
