filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	sirt1_nwt	sirt1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_C08	201030	3	ND925	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	16.587483	1.6674504	.4915365	.4083552	2.727956	1	47	145	443363	5342	5670	4501	1672	83	1.891e+09	1	6484859	208113	150	302	238	113	148	917926	13403	16279.74	15124.055	2.18e+08	-289.1642	2804160	0	4655.328	1463331	1710678	24_SIRT1	1	4	3	7.1	4	1	5	2.082318	2.283719	2.283719	1.366947	-1.830574	.2957227	-1.018857	1.48947	1.690622	1.241867	.9805851	.4277527	2.128045	-.1256613	.1933732	.0920395	.0250689	1.257333	.4077554	-.9022831	.090289	-1.016582	-1.755717	-1.488228	.8755128	.8493556	.4976865	.7987068	1.386915	-.5079181
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_E09	201030	3	ND933	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0656872	0	1	17.617797	.0680592	.42811243	0	.9352992	1	6	153	503416	6624	5742	8112	2705	76	4.037e+09	1	4712855	189218	133	264	191	146	278	719498	20051	20519.161	19318.083	4.11e+08	-1002.453	8.65e+07	55	4396.439	1133813	1501612	24_SIRT1	1	4	4	8.15	4	1	5	.9331427	.6056064	.6744897	.4966967	1.123573	.0194324	-.2088229	-2.2266	-.2550282	-2.336206	.6090615	.5948436	.6744897	1.644854	1.262784	1.475791	.9281431	.8623604	.7030663	.1084118	.2552097	.3115327	-.3688625	-.2366225	.1084118	.4472753	-.0993463	.1813217	.1447705	1.386915
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_A02	201030	3	ND885	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	12.237267	.7146216	.31712032	.2041776	1.0132408	1	7	105	275954	4841	3958	13597	4849	57	3.720e+09	1	2594606	100356	111	215	162	98	136	537932	10179	12486.602	11519.933	1.27e+08	173.7883	5823484	215	3758.792	935647.6	1251004	24_SIRT1	1	4	3	3.066667	4	1	5	-1.366947	-.6744897	-.583285	-1.15946	-.9926193	-1.213847	.3762017	-.3229234	-.1470192	-.6341637	.0327722	-.5095174	-.5148374	-.367383	-.3318534	-.8064212	.1594259	-.1630188	-.9022831	-1.43573	-1.488228	.0541263	1.298124	1.488228	-1.079027	-1.145992	-1.063027	-1.111886	-.5285433	-1.199803
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_E06	201030	3	ND912	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0546936	0	1	18.762591	1.191036	.44396845	.340296	2.4941312	1	34	132	405962	5561	4713	11273	3447	73	4.742e+09	1	4738612	175392	129	257	227	115	258	711169	19974	17240.806	15994.713	3.44e+08	-356.2549	1.06e+08	28	4345.246	1173066	1593936	24_SIRT1	1	4	3	6.15	4	1	5	.6511877	.8767968	1.15946	.9331427	.7222362	-.9989282	.5330702	.5564225	1.355292	.6643075	.7109355	.9717622	.6331026	1.126391	1.191816	1.065463	1.191816	.6576059	.1265702	-.7500287	-.9022831	.6576059	.5918413	.5079181	.1265702	.1996854	-.3785313	-.0090168	.9867994	-.3400579
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_G09	201030	3	ND935	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.8622348	1	2	12.695184	.510444	.33297634	.3062664	1.0911824	1	8	155	307610	5127	4892	11711	4017	60	3.442e+09	1	3432200	134699	142	213	157	117	122	470713	8634	11604.182	10529.304	1.00e+08	461.1976	4781474	217	4016.56	990691.8	1300007	24_SIRT1	1	4	4	8.283334	4	1	5	-.2941324	-.3732596	-.4136855	-1.196906	-.4136855	-.9071243	1.051056	-.8721677	-.0407033	.3748229	.1149349	-.3923424	-1.158484	-.6331026	-.8778963	-1.158484	.0920395	-.0450985	-.6353812	-1.111886	-.6134658	-.1996854	.7030663	.823767	-.5493959	-.4077554	.1904955	-1.145992	-.6915681	-.1813217
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_A04	201030	3	ND899	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.097658	0	1	12.580705	.7146216	.26955227	.2722368	1.558832	1	21	119	438323	7827	6919	15683	5375	56	6.377e+09	1	5083732	163534	156	261	184	125	121	479870	9214	14898.776	13525.236	1.37e+08	217.9093	-3.64e+07	208	3895.233	958945.3	1313540	24_SIRT1	1	4	3	4.283333	4	1	5	-.8767968	-.4756435	-.333435	-.9046108	-.1976952	-.3572158	.7916386	-.3229234	.3748229	.0978166	-.2737019	-.4099833	-1.065463	-.6640369	-.6744897	-.717066	-.4399132	-.2181168	.3305199	1.145992	1.298124	1.341198	1.607642	1.755717	.3305199	0	.7500287	.0993463	-.0090168	.2181168
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_A01	201030	4	ND936	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.8209149	1	2	20.480748	2.1098352	.28540829	.5444736	2.8838392	1	9	156	461319	7208	5893	8746	2883	64	3.988e+09	1	4632781	176831	149	252	171	134	189	900373	14404	16499.164	16082.982	2.38e+08	-1202.133	-2779997	39	4666.674	1375209	1738358	24_SIRT1	1	4	4	8.433333	4	1	5	2.283719	2.082318	2.67546	.6744897	2.67546	-1.507108	.2865772	2.138607	2.000424	2.484125	-.1728808	1.355292	1.713249	.4676988	.3853205	.2619846	-.0083555	.1538883	.5704901	.6576059	.4472753	.2926572	-.1265702	-.0180343	.0721959	.2552097	.4373321	-.1813217	-.3688625	.624386
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_C07	201030	3	ND918	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	3.5368352	.510444	.14270414	.170148	.1558832	1	40	138	334932	6319	5299	7088	1552	53	2.372e+09	1	2951118	134290	127	210	158	110	98	478288	7961	18577.018	15224.608	1.48e+08	1889.371	-7.01e+07	484	3750.201	902809.4	1180064	24_SIRT1	1	4	3	6.566667	4	1	5	-1.469154	-.9624554	-.9926193	-1.526579	-1.659501	-.8499573	-.094374	-.8721677	-1.892371	-.9459858	-1.292805	-2.138607	-1.095418	-1.008252	-.9541653	-.5729675	-.853588	-.3688625	-.3882355	-.1813217	-.2832589	-.7030663	-.7987068	-1.607642	-.7987068	-.4274319	-.4274319	-1.199803	-.6026184	-.6134658
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_A03	201030	3	ND891	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.9678125	1	2	19.792905	1.191036	.0951361	.340296	.9352992	1	13	111	533369	6505	5585	13539	4934	82	7.003e+09	2	6897018	221801	140	310	249	135	84	837384	6559	20568.662	19446.569	1.35e+08	-1104.68	-1.93e+08	192	4500.062	1290587	1698895	24_SIRT1	1	4	3	3.833333	4	1	5	1.277311	1.659501	1.941161	.1976952	1.589532	1.031459	1.316608	.5564225	-.2550282	.6643075	-1.759861	1.111778	1.427856	-1.382994	-1.300781	-.7609839	-2.326348	1.181485	.9297163	.0180343	-.0180343	1.488228	1.218533	1.545182	1.047294	.9867994	.1265702	.9867994	1.545182	.6688406
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_C01	201030	3	ND879	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.9659864	1	2	15.557169	.5785032	.12684813	.2382072	.9352992	1	1	99	258744	5280	4810	9648	3685	49	2.792e+09	1	3790817	131572	157	265	141	127	131	453640	9675	23882.812	23028.43	2.31e+08	-2020.333	-1.91e+08	135	4075.162	947760	1220095	24_SIRT1	1	4	3	2.416667	4	1	5	-.1030662	-.5179723	-.7716892	-1.123573	-.2941324	-1.570585	-.7916386	-.6541937	-.2550282	-.2803347	-1.438378	.2634448	-1.191816	-.5340118	-.4958504	.2104284	-2.128045	-.6134658	-1.079027	-.9867994	-.7500287	-.5285433	.0721959	.6801605	-.3305199	-.5079181	.8364928	.2459055	-1.031816	.2552097
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_G07	201030	3	ND922	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	8.2304892	.85074	.14270414	.2382072	.7014744	1	44	142	625339	7026	5705	9809	3443	89	6.230e+09	1	9228303	288447	181	360	232	140	121	785262	9166	19622.342	17623.801	1.80e+08	101.4988	-1.01e+08	19				24_SIRT1	1	4	3	6.85	4	1	5								-.0325594	-.5755268	-.2803347	-1.292805	-1.48947	1.095418	-.6640369	-.717066	-.3142472	-1.262784	1.575644	1.43573	.4672965	.1813217	1.298124	.1447705	.4875067	2.097253	1.956896	1.516091	1.677088	1.2377	.8755128
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_E01	201030	3	ND881	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.9252089	1	2	14.870292	.7146216	.33297634	.170148	1.0132408	1	3	101	297285	6325	5416	12317	3373	47	3.556e+09	1	502756	33367	68	172	78	64	187	522372	14414	18742.202	16517.499	2.70e+08	527.7858	1.84e+07	629	4044.742	1021242	1365624	24_SIRT1	1	4	3	2.583333	4	1	5	-.2359998	-.1976952	-.1030662	-.7467344	-.7222362	.1364407	.7661131	-.3229234	-.1470192	-.9459858	.1149349	.0733112	-.6331026	.4215776	.4033827	.4958504	.4033827	-.7500287	-.6801605	-.1630188	-.1813217	-.0721959	.8493556	.4077554	-2.097253	-2.097253	-2.097253	-1.846993	-2.097253	-1.956896
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_C06	201030	3	ND910	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0805834	0	1	20.021864	1.5993912	.45982446	.510444	2.8058976	1	32	130	665163	8212	6999	12643	3717	81	8.322e+09	1	7346969	207766	189	273	216	144	126	782504	8867	20742.939	18195.913	1.84e+08	546.4918	-1.12e+08	0				24_SIRT1	1	4	3	6.033333	4	1	5								1.355292	1.845705	2.000424	.8439581	1.174338	1.065463	-.612813	-.8064212	-.279319	-1.475791	1.111886	1.677088	1.298124	1.341198	1.755717	.9297163	.7030663	1.218533	.823767	1.956896	.3592281	.7500287	1.218533
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_A01	201030	3	ND877	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	13.153102	.7486512	.22198422	.2722368	.779416	1	48	97	320541	6164	4999	7220	2234	52	2.262e+09	1	1484	621	14	15	15	11	109	420434	9024	15683.643	14424.861	1.42e+08	-59.58656	-5.56e+07	442	3976.072	925628.7	1256941	24_SIRT1	1	4	2	2.266667	4	1	5	-.4547992	-.7716892	-.5612504	-1.089078	-.3632503	-1.449182	-.6452009	-.2132027	-.4727891	.0978166	-.5509042	-.2382486	-1.382994	-.8297738	-.7609839	-.6331026	-.6956203	-.4175735	-.4875067	-.3210118	-.5285433	-.7987068	-.7263473	-.8493556	-2.687716	-2.687716	-2.687716	-2.687716	-2.687716	-2.687716
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_C01	201030	4	ND938	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0574608	0	1	16.412916	.6125328	.22198422	.170148	1.6367736	1	11	158	234427	4884	3856	7251	1983	48	1.662e+09	1	3572047	113297	146	235	150	107	162	541218	11708	19192.177	18000.636	2.25e+08	-773.6686	-6.58e+07	58	4009.074	995058.3	1351523	24_SIRT1	1	4	4	8.616667	4	1	5	-.3137231	-.333435	-.1407598	-.1976952	-.698164	.8499573	.3260839	-.5659488	.4366879	-.9459858	-.5509042	.3923424	-.4399132	.0668933	-.108835	.1594259	-.8064212	-.7030663	-1.181485	-1.386915	-1.545182	-1.257333	-.6353812	-1.181485	-.4875067	-.9022831	.3020815	-.6026184	-.7741385	-.7500287
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_G06	201030	3	ND914	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	13.839978	.3062664	.3012643	.0680592	.8573576	1	36	134	193055	4388	4869	7012	2449	44	1.260e+09	1	2013317	93743	99	164	134	116	138	402192	10404	17067.197	14739.418	1.78e+08	952.5087	-2.78e+07	163	3998.501	915161.1	1191564	24_SIRT1	1	4	3	6.3	4	1	5	-.3732596	-.8767968	-.9331427	-2.67546	-1.442172	.7954417	.5549229	-1.419188	-.3748229	-1.690622	-.0573726	-.1552511	-1.790751	-.3054808	-.2967378	-.3318534	-.2967378	-.9578677	-1.545182	-1.755717	-.6576059	-1.607642	-.8755128	-.6134658	-1.341198	-1.218533	-1.488228	-2.097253	-1.298124	-.264536
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_A07	201030	3	ND916	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.9584888	1	2	3.0789177	.2722368	.11099211	.170148	.1558832	1	38	136															79	372656	6099	13221.472	12421.248	8.06e+07	-155.7002	-6.42e+07	21	3548.841	813641.1	1034341	24_SIRT1	1	4	3	6.433333	4	1	5	-2.283719	-2.283719	-1.941161	-1.830574	-1.941161	1.924727	.4067242	-1.48947	-1.892371	-.9459858	-1.564726	-2.721761	-2.326348	-1.501086	-1.427856	-1.475791	-.7609839													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_B05	201030	3	ND906	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	12.809664	.8847696	.19027219	.2722368	1.7147152	1	28	126	460270	7192	6393	10310	2709	64	4.832e+09	1	4038545	158431	127	294	139	129	90	524760	6544	12098.208	9485.4461	7.92e+07	2187.911	1.10e+07	148	3962.208	978624.3	1223221	24_SIRT1	1	5	3	4.766667	5	1	5	-.5612504	-.4341506	-.7467344	-.9624554	-.3933922	-1.641107	.1513505	.0244176	.5281394	.0978166	-.8557124	-.3487557	-.612813	-1.20899	-1.340755	-1.52738	.279319	.1538883	.5493959	.6353812	.9578677	.7030663	.3688625	-.2181168	-.2552097	-.090289	-.4274319	.6464536	-1.163555	.3305199
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_B06	201030	3	ND909	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.9740199	1	2	19.106029	1.3271544	.36468837	.3743256	2.2603064	1	31	129	456308	7020	4473	6382	1950	65	2.932e+09	1	6513021	201979	184	244	198	162	183	755878	15070	18349.142	17706.613	2.77e+08	-1269.493	-6310774	53	4450.281	1236769	1623738	24_SIRT1	1	5	3	5.966667	5	1	5	1.055832	1.320803	1.469154	.3137231	1.659501	.878182	-.2669941	.7159439	1.127005	.9982012	.2652074	1.053291	.8778963	.2967378	.5148374	.5927726	-.0250689	.2088922	.5079181	.4472753	-1.079027	-.4672965	-1.257333	-1.218533	.9297163	.7263473	1.715078	-.3496269	.2832589	2.097253
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_D03	201030	4	ND952	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.9761469	1	2	15.508953	1.020888	.23784024	.2722368	2.1044232	1	25	172															188	659304	14995	14604.069	13415.366	2.19e+08	52.94769	4.82e+07	202	4517.437	1184745	1565180	24_SIRT1	1	5	4	9.983334	5	1	5	1.469154	1.055832	.9331427	-.0093532	.6627937	.0388722	1.465234	.2634448	.920823	.0978166	-.4217567	.2132027	.2967378	.4399132	.4770404	.1256613	.6536562													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_F01	201030	3	ND882	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0734637	0	1	18.419153	.8847696	.0951361	.340296	1.2470656	1	4	102	436728	6824	5501	9334	3292	64	4.046e+09	2	5821343	175803	144	235	204	123	42	626172	3075	14538.974	12745.776	4.47e+07	778.5693	-1.09e+08	523	4262.663	1087576	1488408	24_SIRT1	1	5	3	2.75	5	1	5	.333435	.3532773	.5612504	2.082318	.0842775	.3365792	.2669941	.0244176	.1552511	.6643075	-1.759861	.8962301	.108835	-1.932212	-1.880794	-1.880794	-1.382994	.1538883	.2926572	.3115327	-.1084118	.3305199	.0360744	.2552097	.6801605	.2181168	.2366225	-.6026184	.3979765	.1356647
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_H04	201030	3	ND904	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	14.297896						26	124	263847	5277	4962	12267	3325	50	3.170e+09	1	2088797	85693	130	167	139	113	129	515872	9310	17112.106	17029.447	1.59e+08	-1706.867	-1.06e+08	57	4063.907	1044181	1392765	24_SIRT1	1	5	3	4.65	5	1	5	-.1218913	-.0093532	.0093532	-.2359998	-.4547992	.2754823	-.0188479					-.0407033	-.7835004	-.5729675	-.6331026	-.4215776	-1.300781	-.5285433	-1.016582	-1.016582	-.5704901	-.3688625	.823767	.3115327	-1.298124	-1.386915	-.3115327	-1.956896	-1.163555	-.5079181
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_B01	201030	4	ND937	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.9704235	1	2	14.491995	.5444736	.22198422	.2722368	1.0911824	1	10	157															144	514300	10543	19957.797	18289.986	2.10e+08	-349.7411	-8.77e+07	120				24_SIRT1	1	5	4	8.525	5	1	5								-.7478586	-.0407033	.0978166	-.5509042	-.0081385	-.8064212	-.1594259	-.2619846	.0083555	-1.065463													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_F08	201030	3	ND928	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0536897	0	1	17.15988	1.1229768	.20612821	.4423848	2.4161896	1	1	148	477227	6818	4941	8824	2680	70	4.349e+09	1	5357211	194173	143	306	194	140	268	679110	20828	17387.57	15455.799	3.62e+08	426.911	1.38e+08	107	4256.286	1276665	1506128	24_SIRT1	1	5	4	7.55	5	1	5	.2941324	1.589532	.7222362	.8767968	1.738689	-.6205683	-.5114692	.4099833	1.25966	1.540754	-.659143	.5188059	.4399132	1.340755	1.475791	1.126391	1.52738	.4773772	.6134658	.2926572	-.5918413	.4875067	-.090289	-.2738854	.4472753	.5493959	.2181168	.8755128	.1813217	.8755128
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_D08	201030	3	ND926	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.9738887	1	2	11.435911	.8167104	.22198422	.2382072	1.2470656	1	48	146	296913	6748	6512	8947	2745	44	2.637e+09	1	2943926	118392	117	249	147	110	96	567696	6933	15207.356	13802.11	1.05e+08	199.5307	-7.54e+07	18	3971.822	1142127	1267199	24_SIRT1	1	5	3	7.416667	5	1	5	-.4966967	.6511877	-.4966967	.3933922	2.082318	-.0778033	.0565706	-.0978166	.1552511	-.2803347	-.5509042	-.7264997	-.2104284	-1.036433	-1.226528	-1.036433	-.9281431	-.9578677	-.7030663	.1630188	1.047294	-.6353812	-.0541263	-.1084118	-.823767	-.7741385	-.7620282	-.2366225	-.8623604	-.6134658
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_D02	201030	3	ND888	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	10.405597	.4083552	.3964004	.2382072	.5455912	1	10	108	279309	7350	5574	19606	5570	38	5.435e+09	1	1944223	109110	102	199	173	101	141	416402	10458	10867.727	9919.744	1.14e+08	444.5699	3.42e+07	6	3927.629	877582.7	1065998	24_SIRT1	1	5	3	3.3	5	1	5	-.7222362	-1.277311	-1.738689	-.4136855	.6282339	1.507108	-2.079254	-1.067571	-.8721677	-.2803347	.4578519	-.9459858	-1.52738	-.2189787	-.279319	-.9808501	.5148374	-1.386915	-.8755128	.7741385	-.0541263	1.016582	2.687716	2.097253	-1.545182	-.9867994	-1.3637	-1.341198	-.2552097	-.9578677
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_F01	201030	4	ND940	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.7946573	1	2	20.706739	1.4292432	.22198422	.3743256	3.8191384	1	13	160	828939	11202	8335	12260	3585	74	1.059e+10	1	8569740	263549	172	293	223	150	116	773580	9518	12921.634	11910.129	1.23e+08	148.0404	-8478826	0				24_SIRT1	1	5	4	8.772223	5	1	5								1.025357	2.721761	.9982012	-.5509042	1.441829	.9808501	-.7388468	-.5729675	-.8778963	-.0920395	.7381362	2.297632	2.297632	1.956896	2.687716	.7987068	.6353812	1.607642	1.677088	1.257333	.6134658	.9436985	1.516091
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_B01	201030	3	ND878	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	20.823219	1.3271544	.80865682	.340296	2.8058976	1	49	98	366129	6780	6244	10159	3328	54	3.318e+09	1	4493574	174802	141	251	200	142	252	808220	18406	20265.434	19552.604	3.73e+08	-1533.124	4.20e+07	121	4389.879	1135278	1550376	24_SIRT1	1	5	2	2.35	5	1	5	.8496452	.6282339	.9046108	.7222362	.8631415	1.570585	-.1323128	.7159439	1.845705	.6643075	2.135996	1.48947	1.226528	1.065463	.9541653	1.226528	.5927726	-.3115327	-.1084118	.2181168	.7863633	-.2552097	.3115327	.3305199	0	.1813217	.1630188	-.1996854	.3592281	1.031816
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_B09	201030	3	ND932	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0559368	0	1	18.190194	1.361184	.26955227	.3743256	2.1823648	1	5	152	458073	5655	5857	2201	676	81	1.022e+09	2	6194474	235662	150	367	208	118	106	416612	9019	15941.479	13939.998	1.44e+08	770.8217	-4.07e+07	0	4517.395	1264792	1696473	24_SIRT1	1	5	4	7.966667	5	1	5	1.416202	1.526579	1.738689	2.67546	.7716892	.7690553	.8994349	.8254945	1.039222	.9982012	-.2737019	.7916386	-1.475791	-.8902469	-.7835004	-.612813	-.4770404	1.111886	.5285433	-.6576059	.3882355	-1.677088	-2.297632	-2.097253	.7741385	1.181485	.4976865	1.846993	.4976865	-.1084118
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_B07	201030	3	ND917	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	6.1698606	.6125328	.17441618	.2382072	.2338248	1	39	137	404441	6973	4969	7734	2740	58	3.065e+09	2	5703225	194296	164	247	234	120	244	688858	17794	16514.661	15297.345	2.94e+08	-258.8814	7.39e+07	233	4369.386	1098851	1473918	24_SIRT1	1	5	3	6.5	5	1	5	.7716892	.4341506	.4756435	.4547992	-.1407598	.4846749	-.4272834	-.5659488	-1.567991	-.2803347	-1.077973	-1.725621	.5340118	.9944579	.9281431	.6956203	.853588	-.1084118	.1084118	.4077554	-.5493959	-.4472753	-.5079181	-.1447705	.6576059	.5704901	1.047294	-.3115327	1.341198	-.0180343
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_D04	201030	3	ND901	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0694178	0	1	17.503318	1.871628	.44396845	.4423848	.5455912	1	23	121	398275	7375	6876	7086	2791	54	2.748e+09	1	4823172	176299	140	232	211	140	8	722930	628	7288.2038	13140.481	4576992		-1.59e+08	10	4452.19	1214966	1615947	24_SIRT1	1	5	3	4.433333	5	1	5	1.089078	1.236109	1.320803	1.830574	1.023715	-.3365792	1.522757	1.845705	-.8721677	1.540754	.7109355	.5564225	.717066	-2.713052	-2.713052	-2.713052	-1.880794	-.3115327	.0541263	.823767	1.257333	-.5493959	-.823767	-.0721959	.1813217	.2366225	.1265702	-.7620282	.5811326	.8755128
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_F06	201030	3	ND913	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	14.984772	.5444736	.28540829	.2041776	1.6367736	1	35	133	311119	7778	5414	11245	3134	40	3.558e+09	2	3118079	122073	112	224	174	111	156	592178	12869	20753.363	18566.067	2.67e+08	119.8017	-3.82e+07	92	4151.309	1091808	1394963	24_SIRT1	1	5	3	6.25	5	1	5	.0467825	.3933922	.0467825	.0655185	.6627937	-1.813418	.1228124	-.7478586	.4366879	-.6341637	-.1728808	.1223809	-.0417893	.0083555	.0752699	.4770404	-.4583978	-1.257333	-.5918413	1.079027	-.1996854	-.0541263	.5704901	.1813217	-.7500287	-.6801605	-.9578677	-.9578677	-.1996854	-.5704901
InsH2Bfabp_CD15_10dpf_VAST02_plate04_SIRT1_201030_H02	201030	4	ND948	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	.0610048	0	1	20.028767	1.9396872	.41225642	.510444	2.5720728	1	21	168	438803	6359	5633	9240	3046	69	4.082e+09	1	5423621	169673	180	274	207	122	194	843634	15283	15475.26	14322.62	2.37e+08	-147.2339	4.20e+07	0				24_SIRT1	1	5	4	9.655556	5	1	5								2.000424	1.514614	2.000424	.5700741	1.207414	1.475791	.5340118	.5533847	.227545	.612813	.4077554	.3688625	-.1265702	.0360744	.3688625	-.0180343	.1084118	.5285433	.1084118	1.43573	.3979765	.457263	.0631585
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_F09	201030	3	ND934	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	15.900607	1.020888	.44396845	.3062664	1.6367736	1	7	154															155	527604	11455	16463.997	14378.818	1.89e+08	775.1395	-7337508	110	3927.141	929561.4	1162688	24_SIRT1	1	5	4	8.216666	5	1	5	-.7467344	-.7467344	-1.123573	-.8767968	1.196906	.7431938	-1.412188	.2634448	.4366879	.3748229	.7109355	.3401199	-.5729675	-.0167116	-.1933732	-.227545	-.0752699													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SIRT1_201030_B08	201030	3	ND924	insH2Bfabp	CD15	SIRT1	1	0	0	2	1	10	1	1	2	4.5671495	1.020888	.45982446	.2722368	1.94854	1	46	144															79	559500	5908	15322.167	13365.761	9.05e+07	829.6238	-7.90e+07	564				24_SIRT1	1	5	3	7.016666	5	1	5								.2634448	.8028215	.0978166	.8439581	-1.892371	-.3142472	-1.501086	-1.475791	-1.300781	-1.008252													
