filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	ssr1_nwt	ssr1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_D05	201210	3	NJ549	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	10.546125	3.8453448	1.4587535	1.4292432	8.1059264	1	22	120															210	541692	16883	7938.921	6695.11	1.34e+08	216.5761	4.36e+07	42	3937.844	933255	1293518	39_SSR1	1	5	3	4.033333	5	1	5	-.0197385	-.0988469	0	-.363093	-.4055961	.8572543	.5153632	.7431938	1.174212	.4846749	-.5177236	-.217107	-.3365792	1.174212	1.346025	1.341718	1.391538													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_G07	201210	3	NJ568	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	0	0	1	12.358325	3.6411672	2.2991223	1.531332	6.235328	1	41	139															52	584322	3423	5360.7455	4993.5473	1.83e+07	-377.1805	-3.38e+07	15	4088.263	965614.6	1371934	39_SSR1	1	5	3	5.466667	5	1	5	.5609918	.2188439	.4488452	-.1986715	.1187015	.2646172	2.657425	.5177236	.5288648	.7178201	1.048141	.2981024	.0583267	-1.421957	-1.570585	-1.717228	-1.095181													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_E07	201210	3	NJ564	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	16.707606	5.4787656	1.6331696	1.8035688	11.457415	1	37	135	358672	5785	5394	5774	1965	62	2.136e+09	1	5608040	154147	177	217	187	161	67	754428	5577	8026.1017	7224.7368	4.48e+07	-313.9115	-5.75e+07	83	4327.727	1135742	1566331	39_SSR1	1	5	3	5.183333	5	1	5	1.917944	1.713535	1.633508	.5153632	.8963259	-.5244005	.9569694	2.269206	2.269206	1.255486	-.0680618	1.391538	1.213847	-1.082411	-.9989282	-.7118422	-1.809892	.5157048	.152506	.1014517	.3894143	-.8166274	-1.247754	-1.194396	1.144237	.152506	2.166107	-.7312173	.3757931	2.572352
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_E09	201210	3	NJ578	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	0	0	1	10.908565	1.9737168	1.8075858	.1361184	7.1706272	1	2	149	481524	8025	7366	13599	3065	60	6.310e+09	1	4195658	168153	135	222	176	145	262	657284	21054	10242.623	8971.4895	2.16e+08	-134.5114	7.42e+07	9	4142.491	972597.9	1368764	39_SSR1	1	5	4	6.2	5	1	5	.8963259	.2799348	.4055961	-.5380375	-.9262218		1.021354	-1.174212	.7690553	-2.066729	.316085	-.1177699	.5066462	1.570585	1.813418	2.063528	1.717228	.3086658	1.247754	1.593219	1.807354	1.304923	.852495	-.2559625	.2822162	.5595922	.1269375	-.4869939	.0379883	1.690622
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_F05	201210	3	NJ553	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	.9567932	1	2	15.137032	1.6674504	1.0464971	1.531332	2.9617808	1	26	124	428168	5865	5681	6494	2417	73	2.842e+09	1	5473937	181829	168	255	229	110	143	605960	10179	5744.5754	4836.7268	5.85e+07	189.5386	9794705	130	4039.054	984351.5	1364682	39_SSR1	1	5	3	4.25	5	1	5	.3842578	.4055961	.3842578	.8110746	-.0197385	-.4507442	.0988469	-1.641107	-.7431938	.7178201	-1.538072	1.06018	.2153976	.2957227	.0194324	-.0685944	.2472852	1.073987	.8166274	.2039612	.714776	-.2298841	-1.096804	-.852495	1.008673	.9277537	1.690622	.2298841	1.746017	-.3622413
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_D02	201210	3	NJ531	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	0	0	1	8.2506715	2.5862496	1.6490257	.85074	4.286788	1	4	102	176022	4293	2878	10091	2609	41	1.731e+09	1	2066523	87068	130	188	128	111	213	420662	14127	11542.78	10043.161	1.63e+08	-84.1724	-2470031	24	3706.372	790732.1	1079143	39_SSR1	1	5	3	2.566667	5	1	5	-.9886495	-1.440923	-1.204629	-1.633508	-1.337369	-.1974463	-.5380375	-.5513477	.0973095	-.6443017	-.0097158	-.7502154	-1.136341	1.299424	.7690553	1.637325	-.1871252	-1.144237	-1.366707	-1.304923	-1.955661	-.9674216	-.152506	-.6824579	-1.508944	-1.508944	-.2298841	-1.549706	-1.690622	-.2690661
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_G08	201210	3	NJ580	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	0	0	1	12.237512	3.8793744	2.0612821	.2382072	10.366233	1	4	151															90	729522	7648	7012.8768	6827.5361	5.36e+07	-863.9078	-3.97e+07		4118.505	1027149	1416930	39_SSR1	1	5	4	6.35	5	1	5	.7313475	.838812	.7313475	1.290577	-.1785797	.0436074	1.562755	.7690553	1.720887	-1.570585	.656305	.2573935	.9071243	-.6806009	-.5513477	-.2675282	-1.341718													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_H09	201210	3	NJ582	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	17.794926	5.2065288	2.949219	1.4973024	13.483897	1	6	153															68	735992	6128	8333.2774	7535.5605	5.11e+07	-369.2286	-5.82e+07	15	4205.131	1112130	1560440	39_SSR1	1	5	4	6.55	5	1	5	1.090278	1.440923	1.562755	1.917944	.838812	-.2197229	.2391057	1.924727	2.662688	.6323904	1.866185	1.809892	.9674216	-1.015059	-.8499573	-.4343112	-1.921351													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_A07	201210	3	NJ557	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	0	0	1	12.962392	3.8113152	2.0612821	1.4973024	4.1309048	1	30	128	360453	4938	4240	8073	2804	73	2.780e+09	1	5584892	194785	161	259	197	124	59	728879	3617	5366.6807	5099.8542	1.94e+07	-495.2241	-3.52e+07	0	4278.126	1037407	1508670	39_SSR1	1	5	3	4.633333	5	1	5	1.633508	.8963259	1.337369	-.7313475	1.05519	-1.874442	.9262218	.7178201	.0680618	.6323904	.656305	.5675913	.878182	-1.213847	-1.395747	-1.637325	-1.169537	1.073987	.2298841	-.7478586	-.852495	-.2822162	-.5595922	-.4727891	1.096804	1.194396	1.335178	.3086658	.714776	.416878
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_C02	201210	3	NJ528	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	8.0090448	1.8035688	1.4587535	.85074	3.8191384	1	1	99	246111	5860	3721	12426	4122	42	3.059e+09	1	2909244	105729	141	206	151	111	67	419870	5104	4633.3076	4095.0786	2.36e+07	-56.79448	-8385037	15	3619.314	856064.4	1096504	39_SSR1	1	5	3	2.366667	5	1	5	-1.387287	-.7573856	-1.164814	-1.337369	-.4707836	-1.233495	-.3005213	-1.395747	-.0388722	-.6443017	-.5177236	-.8167654	-1.174212	-1.082411	-1.136341	-1.295022	-.3289579	-1.029957	-.6508373	.1781746	-1.247754	-.1014517	.4727891	.5302197	-.7478586	-.9674216	.3487557	-1.029957	-.7478586	-.2690661
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_D07	201210	3	NJ562	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	10.546125	2.9605752	1.5538896	1.5653616	7.9500432	1	35	133															30	484686	2260	4814.2058	4627.9645	1.09e+07	-497.3656	-3.31e+07	21	3874.155	1014872	1326415	39_SSR1	1	5	3	4.966667	5	1	5	-.2594662	.7057961	.2188439	-.3420896	-1.184487	-.1752674	1.090278	-.2754823	1.100033	.8088444	-.2855879	-.217107	-.5971794	-1.813418	-1.813418	-2.063528	-1.06018													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_F02	201210	3	NJ537	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	10.183685	3.6411672	1.5221775	1.361184	8.7294592	1	10	108	259317	7009	5441	9794	3110	37	2.506e+09	1	2800921	124207	116	221	155	120	286	625008	20587	7558.976	6499.0657	1.56e+08	65.26452	6.96e+07	16	3951.429	907654.4	1301533	39_SSR1	1	5	3	3.033333	5	1	5	.0592463	-.363093	.0592463	-.5609918	-1.090278	.2197229	1.337369	.5177236	1.255486	.2453292	-.3780057	-.3497018	.3780057	1.813418	1.641107	1.566689	1.637325	-1.399657	-.5302197	.8166274	.4446598	-.5012977	-.2298841	-.2039612	-.852495	-.3353332	-1.096804	-.57446	-.5595922	.152506
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_H07	201210	3	NJ570	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	0	0	1	14.532965	4.5599664	1.4587535	1.361184	5.3779704	1	43	141	282324	5327	4880	5266	1463	53	1.516e+09	1	3522309	146090	129	210	165	156	42	699770	3552	5570.502	4787.1443	1.98e+07	73.28986	-2.78e+07	307	4176.357	1168371	1459637	39_SSR1	1	5	3	5.566667	5	1	5	.9886495	2.060298	1.021354	.4271208	.1386031	1.188129	.6560203	1.449182	.4200915	.2453292	-.5177236	.9622232	.7431938	-1.641107	-1.449182	-1.566689	-.8167654	-.1014517	-.3086658	-.3894143	-.2559625	-1.096804	-1.4342	-1.4342	-.2298841	-.0506606	-.3487557	-.8894945	-.2822162	2.166107
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_B02	201210	3	NJ525	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	12.962392	4.1175816	1.7124497	1.4973024	7.5603352	1	47	96	357108	5854	4694	10508	3796	61	3.567e+09	1	4706344	174002	134	285	170	126	189	893880	14563	7735.6792	6903.9357	1.13e+08	-230.2051	1.76e+07	23	4416.335	1140901	1582003	39_SSR1	1	5	2	2.183333	5	1	5	2.263221	1.806334	1.917944	.6806974	1.633508	-.8891675	.3842578	1.06512	1.031459	.6323904	.1364407	.5675913	1.924727	.9218839	.878182	1.06018	.5447325	.4031081	.1269375	.152506	-.3622413	.1014517	.0253222	.3622413	.714776	.714776	.0506606	.852495	-.152506	.6198546
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_H05	201210	3	NJ555	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	12.116699	3.9474336	1.3953294	1.6334208	7.404452	1	28	126	334633	7275	6151	7977	2913	46	2.894e+09	1	3972862	155747	130	251	154	121	145	623460	12608	7582.1499	6746.5186	9.56e+07	-200.1494	4052184	22	4209.057	951976.9	1347081	39_SSR1	1	5	3	4.433333	5	1	5	1.126763	.0988469	.3212361	.1386031	-.9886495	-.6010209	-.0394847	.822394	.9368471	.9218839	-.6806009	.2271431	.3572158	.3572158	.5288648	.763253	.0293788	-.6198546	-.0506606	1.051717	1.051717	-.1781746	-.6198546	-.3894143	.0506606	.2559625	-.2298841	.1269375	-.5894558	.2690661
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_A02	201210	3	NJ522	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	.7942145	1	2	10.666938	1.5653616	1.8392979	.8167104	3.7411968	1	44	93	217959	4738	3646	12011	4273	46	2.647e+09	1	2594332	101141	129	240	130	100	128	390370	9506	5543.0542	5093.3879	5.27e+07	-311.3094	-1747674	65	3707.362	763860.5	1065968	39_SSR1	1	5	2	2	5	1	5	-.9569694	-1.806334	-1.440923	-1.917944	-1.021354	-2.224915	-1.204629	-1.866185	-.0875522	-.7053055	.3884616	-.1871252	-1.641107	-.0583267	-.1757821	-.3083546	-.167232	-.6198546	-.9674216	-.7817808	-1.4342	-.416878	.3086658	.6824579	-1.051717	-1.194396	-.3487557	-.0506606	-1.508944	-.834427
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_E05	201210	3	NJ551	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	.9564445	1	2	9.458805	3.7772856	1.3794734	1.3952136	4.4426712	1	24	122	488467	6262	4978	9468	3398	78	4.854e+09	2	6643513	236716	145	309	231	140	211	654630	16711	6467.1571	5986.5885	1.08e+08	-428.8865	3.36e+07	36	4123.65	956821.9	1299275	39_SSR1	1	5	3	4.15	5	1	5	.7839476	.1386031	.0394847	.1785797	-.7057961	1.51239	1.126763	.656305	.1659236	.3780057	-.7304482	-.5675913	.4846749	1.234399	1.299424	.9938159	1.095181	1.304923	1.304923	.3894143	-.0760316	.852495	-.3086658	-.0760316	1.690622	2.166107	.6045853	1.096804	1.955661	1.304923
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_A06	201210	3	NJ556	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	14.049712	4.7301144	2.1405622	1.7355096	7.2485688	1	29	127	452315	7067	6301	9575	3117	64	3.959e+09	1	4175051	144945	163	267	156	125	86	737912	6984	6122.309	5366.8264	4.28e+07	-50.94756	-1.78e+07	11	4300.095	1081759	1508565	39_SSR1	1	5	3	4.483333	5	1	5	1.806334	1.164814	1.290577	.7839476	.9569694		1.204629	1.507108	.8360962	1.118003	.7690553	.8305109	1.031459	-.7560614	-.6684036	-.8444151	-.5907506	.6665643	1.051717	.852495	1.096804	.3086658	-.2559625	-.1653267	.2559625	-.0760316	1.470545	.5012977	-.5157048	.5302197
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_D09	201210	3	NJ576	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	10.062872	3.3349008	2.3466904	1.020888	11.22359	1	49	147															132	546128	10551	5967.1226	5493.4404	6.30e+07	-353.7953	-459793.1	72	3927.141	892641	1295312	39_SSR1	1	5	3	6.1	5	1	5	-.0988469	-.4929509	.0197385	-.7839476	-.6078197	.1974463	.4707836	.0973095	2.066729	-.4307273	1.136341	-.3916559	-.2754823	.0097158	.1168527	.1079158	-.1276354													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_H02	201210	3	NJ541	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	11.633445	3.7772856	1.4587535	1.3271544	4.9103208	1	14	112	332578	5734	5712	7010	2293	58	2.262e+09	1	4778019	136804	158	221	181	125	187	754416	14214	5747.2699	5061.8967	8.17e+07	-70.36751	2.80e+07	74	4050.069	1124018	1390985	39_SSR1	1	5	3	3.35	5	1	5	.4271208	1.562755	.5609918	-.1187015	1.387287	-1.332766	1.05519	.656305	.316085	.1659236	-.5177236	.088238	1.174212	.8360962	.7954417	.477772	.9017541	.2169044	-.0760316	0	.7478586	-.6824579	-.9277537	-1.051717	.7478586	-.2039612	1.144237	-.57446	.2429027	.5302197
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_F09	201210	3	NJ579	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	0	0	1	15.499472	.8167104	2.3784024	.2382072	11.145649	1	3	150	416698	6511	5129	7855	2760	64	3.372e+09	1	6419977	211945	145	342	195	129	292	879238	23016	10213.999	8563.0928	2.35e+08	313.1506	1.03e+08	15	4188.004	1124138	1585068	39_SSR1	1	5	4	6.283333	5	1	5	1.05519	1.633508	2.060298	1.204629	.7313475	.6813467	1.806334	-2.662688	1.866185	-1.570585	1.255486	1.150349	1.813418	1.924727	2.269206	2.266227	2.266227	.6665643	.714776	.5302197	.152506	0	-.6824579	-.5448472	1.508944	1.304923	.6045853	1.690622	.6352697	.7647097
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_C05	201210	3	NJ547	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	8.2506715	3.6411672	1.7917298	1.2931248	5.5338536	1	20	118															97	416967	7235	7297.8301	7889.3159	5.28e+07	-1817.237	-6.44e+07	8	3923.011	873649.9	1210869	39_SSR1	1	5	3	3.8	5	1	5	-.1187015	-.5842456	-.5153632	-.5153632	-.7313475	.1752674	.5609918	.5177236	.441412	.0583267	.2754823	-.7502154	-1.255486	-.5513477	-.6205683	-.2878814	-2.266227													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_A05	201210	3	NJ543	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	12.962392	3.913404	1.7283057	1.6334208	7.3265104	1	16	114	341224	7418	6552	6749	2363	46	2.257e+09	1	3730451	119125	143	209	156	123	72	684428	5686	6917.3904	6067.1455	3.93e+07	-72.60139	-3.70e+07	37	4138.148	985682.4	1431225	39_SSR1	1	5	3	3.533333	5	1	5	.8672103	.4271208	.8672103	.4707836	.3212361	-.9220131	-.3842578	.7954417	.9071243	.9218839	.1856577	.5675913	.6443017	-.9071243	-.9368471	-.9315628	-1.209261	-.6198546	.0253222	1.144237	1.304923	-.714776	-1.008673	-.9674216	-.152506	-.5012977	.5302197	-.9474013	-.5157048	.3487557
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_F07	201210	3	NJ566	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	15.499472	4.9002624	3.0760671	2.1438648	11.145649	1	39	137															72	805950	6068	7929.0801	6891.526	4.81e+07	-22.33167	-4.67e+07	21	4230.713	1116571	1617906	39_SSR1	1	5	3	5.333333	5	1	5	1.337369	1.499059	2.657425	1.562755	1.164814	.7663329	1.917944	1.720887	1.866185	1.813418	2.269206	1.150349	1.507108	-.9071243	-.878182	-.5675913	-1.445073													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_SSR1_201210_B05	201210	3	NJ545	insH2Bfabp	CD15	SSR1	1	0	0	2	1	10	1	1	2	8.7339249	3.4369896	1.6014576	1.3952136	5.1441456	1	18	116															251	523068	19773	7201.1541	6302.4635	1.42e+08	-63.27348	6.08e+07	80	3874.408	929097.9	1233628	39_SSR1	1	5	3	3.7	5	1	5	-.2188439	-.1785797	-.363093	.4488452	.6560203	-.3330051	-.6560203	.2353289	.3884616	.3780057	-.1462539	-.6142313	-.4629351	1.507108	1.507108	1.391538	1.503103													
