filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	glo1_nwt	glo1_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_H05	200915	1	NC567	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	19.760495	.8167104	.33297634	.5444736	41.542873	1	13	111	232307	5162	4665	5976	1917	45	1.329e+09	1	3486732	109899	98	311	160	117									0	3612.307	925195	1187272	9_GLO1	1	4	3	5.7	4	1	4	-1.291353	-1.00627	-1.114751	-.4507442	-.0428615	.3216105	-.6400749	1.445073	.7897265	1.06018	-.6744897	.3884616						-1.322365	-1.288206	-.8710608	-.6383348	-1.358142	-.9144792	-.9144792	-1.056592	-1.358142	-1.522408	.5856072	-1.006961	-.9368471
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_B01	200915	1	NC533	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	16.58382	.4423848	.61838462	.340296	53.156171	1	28	77	301580	5200	4276	14820	5343	58	4.421e+09	1	4217674	151580	122	291	178	141									0	3620.763	889276.4	1197097	9_GLO1	1	4	2	3.016667	4	1	4	-1.19838	-1.281552	-1.002216	-1.874442	-.9674216	-.8320063	-.088847	.4022501	2.266227	-.1276354	.7118422	-.1364407						-.5011308	-.7496121	-.7887937	-1.006961	.6383348	2.109706	2.109706	-.6029956	-.5011308	-1.056592	.2805315	-.5344601	.5513477
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_D07	200915	1	NC577	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	18.383936	.6465624	.3964004	.510444	41.38699	1	23	121	451076	7395	5961	8401	2751	61	4.002e+09	1	5740105	190800	142	283	184	130	81	729116	5136	2665.4589	2435.8099	1.37e+07	-99.43964	-5089037	0	3938.299	1000845	1313869	9_GLO1	1	4	3	6.483333	4	1	4	-.2822162	-.4703636	-.3957253	-.8261912	-.6677808	-.864365	.339128	.9622232	.763253	.9165567	-.2573935	.2153976	-.4788077	.2265744	-.011824	-.3554904	-.1820346	-.2654048	.1021915	.7496121	.6029956	.3417246	.0729317	-.0729317	.1021915	.0437342	-.2353289	.2054644	-.2957227	-.1462539
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_F05	200915	1	NC565	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.0053943	0	1	26.749182	.85074	.82451283	.1020888	47.934084	1	11	109	582486	7565	7526	4960	1344	77	2.990e+09	1	7155338	255758	141	301	273	129	43	671488	5280	2702.2169	2289.811	1.43e+07	122.2299	-1364474	4	4433.431		1642969	9_GLO1	1	4	3	5.566667	4	1	4	.9674216		1.038268	-1.584661	1.456338	.7103655	-.8769184	1.601009	1.503103	-1.862732	1.445073	1.538072	-1.138967	-.2023762	.011824	-.2677537	.1537869	.4360634	1.056592	.8710608	1.894644	-.3417246	-1.435436	-1.742647	.7887937	1.224058	-.2957227	.4360634	2.109706	-.2353289
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_F06	200915	1	NC573	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	.0756368	0	1	23.996063	.5785032	.3964004	.5444736	45.28407	1	19	117	375477	5960	4811	10184	3309	63	3.725e+09	2	6006650	185914	160	279	206	124	74	803721	6863	3545.9136	3029.2964	2.43e+07	29.34844	-7234401	0	4362.241		1626191	9_GLO1	1	4	3	6.116667	4	1	4	.5894558		.8385722	-.2421091	1.243523	-1.212751	.782998	.8444151	1.295022	1.06018	-.2573935	.9989282	.1066151	.118514	.250906	.2389929	-.3853205	-.1757821	-.3727933	-.3109825	-.404226	.1610005	.6383348	.6744897	.2203721	-.0729317	.656305	.1315391	.1462539	-.6205683
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_D04	200915	1	NC557	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	25.372623	.7826808	.77694478	.1361184	.389708	1	3	101	559017	7355	6169	8192	2760	76	4.405e+09	2	7495319	222612	181	327	188	145	4	831234	368	2772.1848	2918.0855	1020164	-603.5287	-2.82e+07	0	4290.059	1252500	1560709	9_GLO1	1	4	3	4.9	4	1	4	.2822162	.9299809	.4425108	-.4750061	.6677808	-.2277767	-.1559072	1.318011	-1.534121	-1.417797	1.250992	1.174212	.3000344	-.8315547	-.7664708	-1.382994	-1.545513	.326315	.7115489	.7115489	.8710608	.6029956	-.0583267	-.029151	.9596939	.6029956	1.164587	.8499573	-.2353289	.8088444
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_H04	200915	1	XX001	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	19.972274						6	153	435028	5438	4347	10326	2959	80	4.459e+09	1	4807527	190502	133	269	180	127	6	637351	464	2229.2931	2294.2195	1034392	-356.2773	-1.47e+07	4	3839.586	911871.3	1224522	9_GLO1	1	4	4	5.2	4	1	4	-.4902859	-1.13317	-.8385722	-1.233495	-1.291353	-1.312981	.8447865					.4200915	-1.343082	-.7664708	-.7351237	-1.313873	-.9454201	.568394	.0145739	-.7496121	-.9596939	.7115489	.7115489	.1906023	-.1610005	.0145739	-.6383348	-.1757821	-.4846749	-.3884616
InsH2Bfabp_CD15_11dpf_VAST02_plate02_GLO1_200915_D01	200915	2	NC600	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	14.515477	.170148	.42811243	.4083552	3.7411968	1	46	144	671275	9455	5773	4902	1431	71	3.386e+09	1	6484107	233523	160	255	220	140	42	739925	3319	2745.1958	2395.5009	9111305	31.34974	-8798765	0	4093.816	1078828	1458306	9_GLO1	1	4	3	8.466666	4	1	4	-.0858019	-.0956362	-.0214258	-.2197229	-.4425108	.0451798	-.586526	-1.250992	.1375134	.3601299	-.0784124	-.6684036	-.3751523	-.2265744	-.3498982	-.6744897	-.5084881	.1610005	1.622711	2.52324	.404226	-.0729317	-1.622711	-1.522408	.5011308	.7496121	.656305	-.4683492	.6744897	.4846749
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_H08	200915	1	NC589	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	26.960961	.680592	.60252861	.6465624	40.763457	1	35	133	763114	7066	5712	9005	2760	108	6.711e+09	2	10217519	367240	187	369	235	165									0	4666.348		1771943	9_GLO1	1	4	3	7.3	4	1	4	2.231606		2.02629		2.231606	2.004234	1.22324	1.095181	.737304	1.473468	.6380556	1.720887						2.52324	2.109706	.5344601	.3109825	1.894644	.2203721	-.029151	1.894644	2.52324	1.395747	1.742647	1.006961	1.894644
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_D01	200915	1	NC535	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	24.737288	.4764144	.31712032	.170148	39.750216	1	30	79	665591	7564	6163	5993	1869	88	3.859e+09	1	9085529	307543	181	334	254	148	83	930182	8064	2803.3446	2417.5931	2.26e+07	61.51824	4219959	19	4402.202	1337272	1605899	9_GLO1	1	4	2	3.15	4	1	4	.8694237	1.337828	.6948019	-.5751093	.6412388	.3454851	1.43797	.5791321	.6142313	-1.06018	-.737304	1.136341	1.138967	.2631268	.4006481	.1820346	.3259735	1.136341	1.522408	.8292257	.8292257	.2203721	-.8292257	-.9596939	1.522408	2.109706	1.164587	.9830529	1.395747	.9368471
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_F03	200915	1	NC551	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	25.902069	1.1229768	.33297634	.6465624	34.450187	1	46	95	453436	5668	6081	9766	3643	80	4.179e+09	1	6053145	219584	132	335	212	129	36	708106	3344	3139.7703	2602.6673	1.05e+07	163.5425	-1.19e+07	0	4455.816	1235871	1620732	9_GLO1	1	4	2	4.366667	4	1	4	1.002216	.667016	.8084989	.3100516	-.4662653	1.649237	2.011736	2.153875	.4450965	1.473468	-.6744897	1.213847	-.7664708	-.2753871	-.3248653	-.5404469	-.7461852	.568394	.1610005	-.5011308	.7115489	.4683492	.5011308	.9596939	.2503385	.568394	-.6929004	1.056592	.4200915	-.2353289
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_D08	200915	1	NC585	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	0	0	1	21.454723	.680592	.90379291	.1361184	.4676496	1	31	129															187	845712	16123	3299.9501	2908.2794	5.32e+07	-63.34372	2.42e+07	0	4087.943		1454957	9_GLO1	1	4	3	7.033333	4	1	4	-.1073266		-.0643168	-.5244005	.5641537	1.428482	.1111411	1.095181	-1.318011	-1.417797	1.76167	.7304482	.4006481	1.543781	1.626828	1.459439	1.382994													
InsH2Bfabp_CD15_11dpf_VAST02_plate01_GLO1_200915_B04	200915	1	NC555	insH2Bfabp	CD15	GLO1	1	0	0	2	1	11	1	1	2	29.184634	1.191036	.66595267	1.0549176	40.685515	1	1	99															16	729650	2168	2339.7597	2085.9315	5072599	17.99156	-6165449	0	4608.118	1433588	1780931	9_GLO1	1	4	3	4.766667	4	1	4	1.674578	2.592656	2.231606	.0217985	1.593219	.1131522	1.322984	2.660068	.7118422	2.660068	.8871465	2.269206	-.452452	-.5055002	-.452452	-.8616341	-.3259735													
