filename	date	plate	index	control_1_mutant_0	line	diet	Exp	filename9	overfeeding	cholesterol	glucose	VAST	Imaged	age	poldip2_nwt	poldip2_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_H06	201125	2	ND632		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.9614792	1	2	15.046333	1.020888	.66595267	.340296	1.94854	1	11	109	396453	6720	4708	11171	3823	59	4.395e+09	1	5551815	173583	163	277	201	121	101	613450	7858	5657.7408	5018.6738	4.45e+07	-85.95502	-8214941	15	4247.971	1072757	1472707	33_POLDIP2	1	3	3	7.716667	3	1	6	.7886732	.5191466	.7279133	.8051525	.3812331	.9586237	.5954912	1.510035	1.18889	.264147	.9859902	.7582926	.0608042	-.2927713	-.3568393	-.433524	-.1766846	.1637617	.3754618	.3974212	-.3320687	.0611754	-.0816069	.0816069	.9353781	.6056978	1.165288	.7876622	.7332358	.2892923
InsH2Bfabp_CD15_09dpf_VAST02_plate01_POLDIP2_201125_C05	201125	1	ND532		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	1	1	2	8.8003016	.510444	.47568048	.3062664	.3117664	1	9	9																								3875.862	869268.5	1175952	33_POLDIP2	1	3	1	2.783333	3	1	6	-.4558681	-.91583	-.852495	-.723273	-1.096804	.8825426	-1.154037	-.2533471	-1.386752	-.1573107	-.2089558	-1.137876																		
InsH2Bfabp_CD15_09dpf_VAST02_plate02_POLDIP2_201125_H03	201125	2	ND609		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	9	.0163592	0	1	12.014768	.5444736	.45982446	.1361184	.3117664	1	37	86	332203	8103	5681	17711	4758	41	5.526e+09	1	2792083	127351	119	190	187	102	126	691544	10481	5823.3613	5201.4312	6.10e+07	-141.0908	3665919	19	3994.073	922234.2	1302864	33_POLDIP2	1	3	2	6.4	3	1	6	.0608042	-.4503765	-.137154	.367274	.3406948	.0498212	-.9434426	-.1039092	-1.386752	-1.562987	-.3993231	-.0865434	.4727891	-.0227895	.0455908	-.1148846	.0688338	-1.034691	-.1844524	1.18562	.3974212	.6808997	1.227826	.5574269	-.9042674	-.5104216	-.6808997	-1.698407	.3428553	-.8740081
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_H02	201126	3	ND657		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	.0262244	0	1	10.652156	.1020888	.52324853	.3062664	1.169124	1	35	133															142	471524	11504	9858.8881	8172.7541	1.13e+08	305.3156	-2.03e+07	11	3563.567	817573.9	1112055	33_POLDIP2	1	4	3	2.683333	4	1	6	-1.524945	-1.389653	-1.281552	.0229285	-.0455908	1.479252	.3246387	-1.661806	.226658	-.1573107	.1300186	-.6264277	-1.069491	.2611986	.3086658	.7035592	-.5544538													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_E01	201126	3	ND646		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	10.002105	.3743256	.53910454	.3062664	1.4029488	1	24	122	302968	5410	5116	19244	6119	56	5.149e+09	1	3285122	135784	132	221	160	117	162	460712	12012	9006.0803	7842.6565	1.08e+08	-148.7606	-1.70e+07	110	3775.3	861657.1	1193373	33_POLDIP2	1	4	3	2.083333	4	1	6	-.8970411	-1.013177	-.7478586	-1.687728	-.9674216	.3915859	-.0151923	-.7698661	.5645002	-.1573107	.2802179	-.8293674	-1.12496	.4898466	.3894143	.5544538	-.484475	-.1225808	-.3974212	-.3754618	-.0203805	.4419345	1.617868	1.546635	-.3974212	-.3320687	-.1637617	-.7332358	-.5337768	-.0305734
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_E02	201126	3	ND654		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	.0560698	0	1	10.435473	.7486512	.52324853	.2722368	1.0911824	1	32	130	391331	6747	6722	16979	5587	58	6.423e+09	1	4305218	156250	130	227	204	115	64	614488	5465	8797.948	7379.464	4.81e+07	202.6065	-6.52e+07	315	3782.941	912634	1196738	33_POLDIP2	1	4	3	2.483333	4	1	6	-.852495	-.5367166	-.7279133	-.2391676	-.030388	.4459558	-.852495	.4657712	.1213065	-.5998427	.1300186	-.7129737	.0760316	-.8095796	-.7082534	-.3509715	-1.521842	.0407695	.3106094	.4419345	1.18562	.9353781	1.034691	1.107003	.247039	.143141	-.2052224	-.5574269	.8591751	-.1844524
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_A01	201126	3	ND642		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	0	0	1	12.710653	.4423848	.55496056	.2722368	1.8705984	1	21	119															164	587858	14239	7780.9474	7020.0703	1.11e+08	-380.2752	6701086	28	4005.147	943288.9	1309174	33_POLDIP2	1	4	3	1.85	4	1	6	.0912767	-.3186394	-.0912767	-.5904663	-.9919701	1.012585	-.7279133	-.5046665	1.105448	-.5998427	.3899795	.2089558	-.0912767	.5070479	.5954912	.6272615	.2078247													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_C03	201126	3	ND660		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	0	0	1	15.635885	.1361184	.60252861	.3743256	1.6367736	1	38	136	508295	7367	6611	9211	3133	69	4.559e+09	1	6778388	182668	189	249	242	147	35	851026	2993	7839.0718	6869.5872	2.35e+07	-140.3792	-7.68e+07	37	4064.774	1073954	1443532	33_POLDIP2	1	4	3	2.85	4	1	6	.2927713	.5544538	.5774487	-.3186394	.422408	.5982564	1.056129	-1.409726	.8293674	.6314019	.5848915	.8540028	1.215324	-1.478052	-1.575455	-1.150349	-1.687728	.7601675	1.034691	.8157657	1.034691	.1844524	-.5104216	-.3754618	1.423913	.8740081	2.047078	.0407695	1.791764	1.452576
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_B01	201126	3	ND643		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	18.994485	1.191036	.65009666	.510444	2.4941312	1	22	120	488863	8888	6757	10028	3119	55	5.128e+09	2	5311156	172855	140	241	209	131	100	722098	9287	9761.4715	7701.8209	9.07e+07	776.7487	-3.10e+07	12	4292.918	1149903	1591438	33_POLDIP2	1	4	3	1.933333	4	1	6	.9919701	1.093008	1.154037	.1302844	.8308461	.3383501	.7279133	1.865803	2.114381	2.200411	.9312502	1.734899	.6137297	-.3086658	-.1833219	.3347617	-.8264717	-.2052224	.9674216	1.546635	1.272341	.4195739	-.2681058	-.3974212	.8157657	.581393	.2156401	-.1948269	1.070148	.6938044
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_C02	201126	3	ND652		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	17.369356	.9868584	.55496056	.3062664	2.1044232	1	30	128															3	773036	192	7519.5521	6200.4474	1443754	348.3684	-8.16e+07	4	4257.223	1139794	1554862	33_POLDIP2	1	4	3	2.383333	4	1	6	.8095796	.9393307	1.017131	.5723673	.5595922	.0166009	1.281552	1.321884	1.48354	-.1573107	.3899795	1.364489	.8308461	-2.361894	-2.361894	-2.742488	-1.754947													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_G01	201126	3	ND648		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	10.760498	.4083552	.72937674	.170148	2.0264816	1	26	124																							0	4163.587	1037467	1441618	33_POLDIP2	1	4	3	2.183333	4	1	6	.5774487	.4001794	.5419125	-1.013177	1.757763	1.883722	.5507309	-.6264277	1.301453	-1.339046	1.301453	-.605529																		
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_D02	201126	3	ND653		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	12.493969	.1020888	.66595267	.2382072	1.4808904	1	31	129	349637	8965	6806	18538	6097	39	6.442e+09	1	2802270	119121	121	222	147	108	195	616201	15104	8715.7887	7169.5498	1.32e+08	374.0068	2.37e+07	23	3801.226	908701.2	1251124	33_POLDIP2	1	4	3	2.433333	4	1	6	-.7082534	-.5544538	-.3730773	-.9879631	-.8308461	-.7007746	.106543	-1.661806	.6369799	-.9001216	.9859902	.0952227	.106543	.7886732	.7279133	.8481733	.5544538	-1.206455	.0203805	1.617868	1.369856	.9674216	1.482485	1.482485	-.8445288	-.7601675	-.6554235	-.7068257	-.889036	-.6303658
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_F02	201126	3	ND655		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	16.394279	1.2590952	.55496056	.4764144	1.4808904	1	33	131	526209	6417	5416	9977	3205	82	5.300e+09	1	7677758	242888	151	284	222	155	37	699507	3392	9267.7813	7826.0746	3.14e+07	132.9699	-9.34e+07	41	4383.348	1143892	1618101	33_POLDIP2	1	4	3	2.533333	4	1	6	1.353934	1.039052	1.392945	.7841931	1.017131	1.162498	2.744484	2.114381	.6369799	1.772034	.3899795	.9859902	.4898466	-1.4342	-1.392945	-.8702819	-2.163694	1.369856	1.31953	.2052224	.2052224	.5337768	-.2892923	-.3320687	1.546635	1.791764	.7738417	.9512777	1.295575	1.791764
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_B05	201126	3	ND674		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	.9410841	1	2	7.7269243	.1020888	.41225642	.1361184	1.0911824	1	3	150	124728	5423	4503	4053	1268	23	4.605e+08	1	1295725	60925	78	231	139	74	128	395284	9679	4209.4987	3180.1345	4.07e+07	686.6113	3.53e+07	44	3491.832	756682.8	1014378	33_POLDIP2	1	4	4	3.933333	4	1	6	-1.757763	-2.026799	-1.92248	.7035592	-1.575455	-1.530764	-.0455908	-1.661806	.1213065	-1.562987	-.7468197	-1.458047	-1.630337	.030388	-.1218342	-.5017354	.8928244	-1.743188	-1.791764	-.3428553	-.4195739	-1.903997	-1.617868	-1.698407	-1.546635	-1.546635	-1.617868	-.4873416	-1.145427	-1.698407
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_C01	201126	3	ND644		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	14.877492	.5444736	.84036885	.2722368	1.6367736	1	23	121															239	837680	18810	11841.654	10218.016	2.23e+08	-182.4318	3.65e+07	29	4016.075	1025474	1435173	33_POLDIP2	1	4	3	1.983333	4	1	6	.137154	.3025995	.5244005	.1922314	-.4727891	-.8345458	.2611986	-.1039092	.8293674	-.5998427	1.734899	.6908574	1.096804	1.154037	1.215324	1.572418	.9393307													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_G04	201126	3	ND672		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	0	0	1	12.060601	.340296	.47568048	.4423848	1.558832	1	1	148	231939	4733	4446	9348	3499	49	2.094e+09	1	2882454	125767	114	210	172	111	40	544024	4112	7028.6121	6259.5354	2.89e+07	-213.9452	-5.57e+07	172	3451.609	802410.9	1129073	33_POLDIP2	1	4	4	3.8	4	1	6	-2.029334	-1.572418	-1.154037	-1.150349	-.9199942	-1.992123	.5507309	-.9049021	.7241632	1.318011	-.2089558	-.0692036	-.4727891	-1.335178	-1.12496	-.9633621	-1.350582	-.5455638	-.7876622	-.7876622	-.4645183	-.9353781	-.4419345	-.0611754	-.7601675	-.5337768	-.8591751	-1.107003	-.1020724	-.4645183
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_G03	201126	3	ND664		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	0	0	1	16.610963	.0680592	.53910454	.3062664	2.338248	1	42	140															247	765012	21633	11099.424	9347.0551	2.40e+08	127.3895	7.62e+07	4	4092.368	1027941	1425603	33_POLDIP2	1	4	3	3.1	4	1	6	.4058559	.3186394	.4058559	.4001794	.0608042	.8345458	.4727891	-2.039709	1.865803	-.1573107	.2802179	1.105448	.8095796	1.215324	1.4342	1.831183	1.521842													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_F01	201126	3	ND647		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	17.152672	1.0889472	1.2526253	.4764144	1.7926568	1	25	123															55	730660	4527	8204.4763	7975.4894	3.71e+07	-1110.816	-9.15e+07	4	4389.974	1120026	1596343	33_POLDIP2	1	4	3	2.133333	4	1	6	1.392945	.8051525	1.215324	1.350582	0	-.8825426	.8745511	1.697219	.9720323	1.772034	2.701799	1.281552	.6508373	-.9199942	-.9434426	-.6459794	-2.026799													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_E05	201126	3	ND677		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	19.644537	1.361184	.68180869	.510444	2.0264816	1	6	153															115	708420	11770	9431.1379	8307.8341	1.11e+08	-285.6003	-2.62e+07		4279.792	1142456	1616157	33_POLDIP2	1	4	4	4.2	4	1	6	.8970411	.9879631	1.353934	.8702819	.4390766	-.9073185	1.575455	2.3136	1.301453	2.200411	1.089662	1.974932	.5595922	-.152506	.3406948	.6459794	-.6459794													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_F05	201126	3	ND678		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	0	0	1	17.04433	.8847696	.63424064	.3743256	2.338248	1	7	154	466348	7066	6048	6448	2203	66	2.924e+09	1	4574515	189844	153	257	196	124	157	578136	13601	13010.176	9811.8332	1.77e+08	1476.727	1135713	20	3988.89	1223280	1404997	33_POLDIP2	1	4	4	4.283333	4	1	6	.030388	1.572418	.2769504	1.91984	-1.247754	-.464368	.2455112	.8540028	1.865803	.6314019	.8540028	1.243203	-.167894	.4141178	.5244005	1.150349	-.0076422	.5574269	.8157657	.6681074	.6554235	-.581393	-1.145427	-1.000491	.4419345	1.034691	.8300614	.3213206	.5935016	.4531975
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_A03	201126	3	ND658		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	13.577389	.5444736	.36468837	.3062664	.779416	1	36	134	578820	7327	6034	16826	6042	79	9.766e+09	2	5849525	201712	139	273	225	128	146	615514	11232	8413.2349	7342.2899	9.45e+07	-137.2033	-1.79e+07	19	4222.998	1002685	1445685	33_POLDIP2	1	4	3	2.733333	4	1	6	.7279133	.0229285	.5954912	-.6272615	-.4058559	-1.230412	1.392945	-.1039092	-.2982436	-.1573107	-1.243203	.371393	.0912767	.3086658	.2455112	.3509715	-.5191466	1.165288	1.423913	.7876622	.6056978	1.903997	.9674216	1.423913	.9674216	1.145427	.1844524	.6808997	1.452576	.5935016
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_H03	201126	3	ND665		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	0	0	1	13.794072	.1020888	.61838462	.2722368	2.1044232	1	43	141	446368	5650	5414	18254	4709	79	8.277e+09	1	4488745	194944	134	254	184	139	209	777066	17440	12008.859	8706.9996	2.09e+08	1809.961	6.20e+07	129	3962.896	1028225	1428743	33_POLDIP2	1	4	3	3.15	4	1	6	-.0608042	.3347617	.4390766	-.4503765	-.4390766	.679709	-.2143129	-1.661806	1.48354	-.5998427	.7018726	.4657712	.852495	.8745511	.9674216	1.474883	1.313471	1.165288	.7068257	-.2052224	.1740978	1.482485	1.369856	.5104216	.3974212	1.107003	-.0407695	.2575581	.2365471	1.08839
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_C05	201126	3	ND675		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	17.58604	.8847696	.53910454	.4083552	1.8705984	1	4	151	392404	6884	5320	9375	3281	57	3.946e+09	2	5257946	183895	141	267	203	116	98	713370	8295	10925.52	9290.2644	9.06e+07	22.08467	-7.18e+07	100	3906.422	1082447	1416197	33_POLDIP2	1	4	4	4.083333	4	1	6	-.3086658	.5904663	.3406948	1.244231	.2611986	-.7883986	1.184125	.8540028	1.105448	.9674216	.2802179	1.409726	.5954912	-.3246387	-.3246387	.3186394	-1.62737	-.0509698	.353682	.5574269	.0816069	-.0611754	-.3974212	-.2681058	.7876622	.9353781	.2681058	.5693691	.7876622	-.1020724
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_H01	201126	3	ND649		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	.0127116	0	1	17.261014	1.0549176	.84036885	.4423848	1.7926568	1	27	125															5	802568	512	6030.0781	6530.5071	3087400	-1539.791	-8.84e+07	21	4333.147	1134740	1586384	33_POLDIP2	1	4	3	2.233333	4	1	6	1.154037	.8928244	1.12496	.6459794	.5244005	-.5397	1.4342	1.596645	.9720323	1.318011	1.734899	1.321884	.9434426	-2.166107	-2.166107	-2.35964	-1.831183													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_D03	201126	3	ND661		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	10.86884	.8167104	.47568048	.3062664	1.4029488	1	39	137	447780	6683	6403	16946	5474	67	7.305e+09	1	4606280	183163	128	270	192	135	33	743946	2928	11214.913	8924.1386	3.28e+07	753.7281	-1.20e+08	19	4340.586	1165754	1527871	33_POLDIP2	1	4	3	2.9	4	1	6	1.215324	1.278085	.8745511	.4503765	.7886732	.2005383	.9434426	.6799254	.5645002	-.1573107	-.2089558	-.5443409	.7082534	-1.630337	-1.630337	-.7841931	-2.742488	.6554235	.7332358	.353682	.9353781	1.31953	1.000491	.9674216	.4645183	.9042674	-.2681058	.6554235	.4988484	.889036
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_F03	201126	3	ND663		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	15.960911	.1361184	.50739251	.340296	3.507372	1	41	139	337969	8666	6643	16503	5036	39	5.476e+09	1	2851795	108801	118	194	173	108	0	516671	0		6433.7592				35	4303.611	1046962	1496004	33_POLDIP2	1	4	3	3	4	1	6	1.042954	.4503765	.7681059	-.433524	-.5419125	-.2345352	-.137154	-1.409726	2.701799	.264147	0	.9312502	-.6321747	-2.744484	-2.744484			-1.206455	-.0611754	1.423913	1.070148	.6554235	.8740081	.7601675	-.8157657	-.9674216	-.7466339	-1.482485	-.0407695	-.6303658
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_A06	201126	3	ND679		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	16.177595	.1361184	.63424064	.3743256	1.6367736	1	8	155	409836	7066	4617	6510	1814	58	2.761e+09	1	4032779	157397	147	241	182	116	148	705792	12860	9351.4453	7033.553	1.20e+08	1173.937	1.58e+07		3768.04	963072.5	1338902	33_POLDIP2	1	4	4	4.366667	4	1	6	-.9199942	-.1766846	.030388	-.91583	-.1833219	-1.012585	.2298841	-1.409726	.8293674	.6314019	.8540028	.9582613	.5419125	.3406948	.4558681	.7841931	.3836748	.0407695	.4419345	.6681074	-.353682	-.6303658	-1.107003	-1.227826	.0407695	.1844524	.5337768	-.1948269	.1844524	-.1020724
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_B04	201126	3	ND667		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	18.994485	.4764144	.63424064	.2722368	2.338248	1	45	143															129	675956	11080	10131.017	7888.203	1.12e+08	921.1595	-1.41e+07	64	4237.108	1155750	1530532	33_POLDIP2	1	4	3	3.433333	4	1	6	.7478586	1.150349	.9199942	.7635726	1.184125	-1.386603	.9674216	-.3806698	1.865803	-.5998427	.8540028	1.734899	.3246387	.0608042	.2143129	.6841152	-.367274													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_A05	201126	3	ND673		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	12.493969	.8847696	.45982446	.2041776	1.2470656	1	2	149															71	506157	5136	9451.9391	7381.5093	4.85e+07	854.1271	-6.48e+07	95	3859.187	925135.2	1270354	33_POLDIP2	1	4	4	3.85	4	1	6	-.5244005	-.433524	-.3406948	-1.039052	-1.215324	-.1667717	.030388	.8540028	.3345945	-1.117247	-.3993231	.0952227	-.6888636	-.7180487	-.8308461	-.3347617	-1.474883													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_D05	201126	3	ND676		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	0	0	1	11.843918	.340296	.61838462	.2382072	1.7147152	1	5	152	444611	7939	5128	11020	3088	56	4.800e+09	1	3804382	159988	133	232	211	105	225	609991	17366	14502.097	11177.873	2.52e+08	1318.582	4.09e+07		3480.604	1021661	1076630	33_POLDIP2	1	4	4	4.15	4	1	6	-1.833915	.2707473	-1.478052	-1.831183	-2.361894	.3208232	-1.757763	-.9049021	.8791677	-.9001216	.7018726	-.1913188	.0455908	1.004471	.9199942	2.026799	1.013177	-.1225808	.6808997	1.070148	0	.2892923	-.1225808	-.4419345	-.143141	.3106094	-.1123207	-.4084725	1.145427	-.7876622
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_B02	201126	3	ND651		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	14.010756	.6465624	.82451283	.340296	2.1044232	1	29	127															155	686512	13336	13743.02	10738.038	1.83e+08	1090.79	-1.63e+07	130	4153.319	1012449	1430493	33_POLDIP2	1	4	3	2.333333	4	1	6	.5595922	.145715	.4727891	.3509715	-.0608042	-.0332065	2.029334	.2089558	1.48354	.264147	1.628361	.5046665	.4558681	.3894143	.5070479	1.244231	-.4673578													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_B03	201126	3	ND659		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	0	0	1	3.9349567	.5444736	.34883235	.170148	.389708	1	37	135	55156	4243	2800	8808	2202	13	4.980e+08	1	740901	30402	57	267	125	37	222	545209	17391	6826.2088	5260.0032	1.19e+08	791.0065	5.98e+07	0	3510.119	744884.3	1028031	33_POLDIP2	1	4	3	2.783333	4	1	6	-1.690622	-2.163694	-1.757763	-2.35964	-.9434426	-.9326642	.3568393	-.1039092	-1.074143	-1.339046	-1.409726	-2.701799	-.4558681	.9674216	.9434426	.7635726	1.278085	-2.646619	-2.250926	-1.145427	-1.698407	-1.791764	-.581393	-1.052254	-1.791764	-1.903997	-1.903997	.5693691	-1.482485	-1.903997
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_E03	201126	3	ND662		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	7.4018985	1.2250656	.42811243	.340296	.7014744	1	40	138	495688	9353	8118	11945	3944	53	5.751e+09	1	4272514	165654	145	267	161	120	104	588872	8429	9842.4836	8568.5398	8.30e+07	-189.1663	-6.09e+07	4	4171.985	1020016	1450007	33_POLDIP2	1	4	3	2.95	4	1	6	.6137297	.2549257	.6321747	-.367274	-.422408	-.2005383	.5774487	1.974932	-.4370584	.264147	-.6369799	-1.628361	-.0760316	-.2611986	-.2927713	.1922314	-1.389653	-.3645503	1.000491	1.903997	1.903997	.7332358	.0407695	.1637617	.2052224	.5337768	.4307273	.5693691	-.5104216	.1948269
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_A04	201126	3	ND666		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	1	1	2	15.744227	.1020888	.45982446	.340296	1.169124	1	44	142	323922	5889	4870	10941	3280	55	3.730e+09	1	3291594	144481	127	274	158	121	55	685784	3825	9563.5712	8495.4243	3.66e+07	-379.761	-1.05e+08	90	4009.777	1049983	1452818	33_POLDIP2	1	4	3	3.366667	4	1	6	.106543	.4673578	.6508373	.484475	.4558681	.5397	.852495	-1.661806	.226658	.264147	-.3993231	.8791677	.4058559	-.9199942	-1.215324	-.6841152	-2.35964	-.2052224	-.247039	-.1020724	-.2892923	-.2052224	-.143141	-.2892923	-.3754618	-.1020724	-.3106094	.7068257	-.5935016	.2892923
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_G02	201126	3	ND656		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	0	0	1	25.820027	.5785032	.45982446	.4423848	.389708	1	34	132	159315	2414	2495	1125	261	66	1.731e+08	1	3795239	139126	126	219	169	146	82	400148	7168	8211.4632	6692.5669	5.89e+07	445.8384	-3.68e+07	30	3796.848	860490.8	1168864	33_POLDIP2	1	4	3	2.6	4	1	6	-.7279133	-1.093008	-.8745511	-1.313471	-1.12496	1.30453	-.106543	.0432312	-1.074143	1.318011	-.3993231	2.701799	-1.524945	-.4984288	-.422408	-.1611805	-1.093008	.5574269	-1.369856	-2.250926	-2.047078	-2.250926	-2.250926	-2.250926	-.1844524	-.1637617	-.3645503	-.8300614	-.2156401	1.344268
InsH2Bfabp_CD15_10dpf_VAST02_plate03_POLDIP2_201126_A02	201126	3	ND650		insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10	.0527313	0	1	18.019408	.9868584	.90379291	.3743256	1.3250072	1	28	126															177	829200	14973	10081.101	7862.2767	1.51e+08	902.5607	2.52e+07	0	4264.881	1100063	1562503	33_POLDIP2	1	4	3	2.283333	4	1	6	.8308461	.7035592	1.042954	.3347617	.6321747	-.8112562	.5244005	1.321884	.4561587	.6314019	1.974932	1.566458	1.069491	.5864461	.6697294	1.013177	.6459794													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_POLDIP2_220414_2_G07	220414	1	MC246	0	insH2Bfabp	CD15	POLDIP2	G07	1	0	0	2	1	10		0	1																																			33_POLDIP2	3	6		7.15	5	2	6																														
InsH2Bfabp_CD15_10dpf_VAST02_plate01_POLDIP2_220414_B01	220414	1	MC201	0	insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10		0	1																							91	808646	7541	7019.7453	6631.6477	5.29e+07	-672.2939	-4.12e+07	15	4460.149	1176700	1626265	33_POLDIP2	3	6		2.8	5	2	6	1.757763	1.350582	1.478052	.8264717	1.247754	.7221558	.4058559						.9919701	-.3976217	-.3730773	-.2234687	-1.211746													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_POLDIP2_220414_E06	220414	1	MC237	0	insH2Bfabp	CD15	POLDIP2		1	0	0	2	1	10		0	1									383015	6384	5855	6955	2462	60	2.677e+09	1	4914799	151992	136	232	213	110	255	875737	17945	8538.2402	7118.5605	1.53e+08	258.0492	4.66e+07	39	4286.568	1209284	1635866	33_POLDIP2	3	6		6.516667	5	2	6	.9199942	1.521842	1.575455	.5017354	.4898466	-1.13047	.6137297						1.281552	1.247754	1.042954	1.039052	1.180491	.2786834	.2681058	.1637617	.5104216	-.6808997	-1.000491	-.7876622	.6554235	.0816069	.0611754	-.4084725	1.18562	-.5455638
