filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	syt7a_nwt	syt7b_nwt	syt7_nwt	syt7_dich	qRNA	protein	ldl	tc	gluc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_B08	201009	1	NE250	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.9854832	.9637929	.974638	1	3	16.390528	.9528288	.4423848	.42811243	.4676496	1	19	166	489229	7891	6801	7298	2397	62	3.369e+09	1	4886846	186495	134	268	168	130	38	746562	3496	7072.0529	5902.1277	2.47e+07	593.5237	1317297	0	4159.994	1054723	1389744	17_SYT7	1	5	4	7.366667	5	1	6	.7467344	.7467344	.6282339	.9331427	.1596785	0	-.162119	1.440734	-1.744448	.7621911	-.7286493	.9451259	.5998427	-1.133643	-1.00999	-1.158944	.1684908	.4795057	1.139761	1.756827	1.507905	1.580314	1.098629	.9851276	.6744897	.8510585	.077034	.6202583	-.077034	.3476938
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_H04	201009	1	NE229	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.0905719	.0295844	.0600782	0	1	11.803072	.340296	.0340296	.80865682	3.0397224	1	47	145	234232	6331	6725	3301	1203	37	7.451e+08	2	2760862	117936	113	237	159	125	42	620253	3264	10064.245	8304.7978	3.28e+07	857.1227	-3.06e+07	41	3575.607	798164.1	1108855	17_SYT7	1	5	3	5.266667	5	1	6	-1.830574	-1.526579	-1.023715	-1.738689	-.7467344	.0188479	-1.408136	-.8636957	1.926403	-2.708601	1.312981	-.1273686	-.095886	-1.039416	-1.039416	-.9169766	-.6308035	-.9851276	-.7307821	.4186956	1.442637	-1.382994	-1.580314	-1.228396	-.7894919	-.6202583	-.8353711	-.0219897	-.324428	.0219897
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_B03	201009	2	NE280	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	16.849501	.7826808	.3743256	.61838462	2.0264816	1	49	196															52	713084	3840	8684.7076	7473.506	3.33e+07	421.6422	-1.62e+07	131	4190.405	1277457	1534764	17_SYT7	1	5	4	10.13333	5	1	6	.9624554	2.082318	1.589532	.6282339	1.941161	.2281252	-1.013951	.7916386	1.027779	.3186394	.7286493	1.087022	.4211972	-.8743192	-.8743192	-.8904218	-.2406077													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_E02	201009	2	NE275	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.8206858	.9523997	.8865427	1	3	12.039135	.4083552	.1020888	.4915365	.4676496	1	44	191	291667	5503	5681	5517	1607	53	1.656e+09	2	3022501	124727	118	187	170	131	44	664083	3808	8370.9777	8535.9009	3.19e+07	-1098.597	-3.54e+07	15	3914.235	949599.3	1245292	17_SYT7	1	5	4	9.733334	5	1	6	-.2168077	-.0655185	-.1596785	-.4341506	-.3137231	.2475129	.162119	-.5361763	-1.744448	-1.468782	-.2393802	-.0254078	.2015382	-1.00999	-.9001216	-1.000846	-.7660241	-.0991079	-.1434119	-.2104284	.4428217	-.0549976	.0991079	-.491876	-.7023576	-.4186956	-.6069868	-1.354934	-.0109942	.4186956
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_B06	201009	1	NE236	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.9536945	.9768472	1	3	15.982754	.7146216	.1361184	.60252861	.4676496	1	5	152	437305	7540	7379	6215	2151	58	2.661e+09	1	3967350	169775	149	204	180	147	139	821770	11785	9548.939	8125.5454	1.13e+08	545.385	5.21e+07	135	4182.451	1000636	1338812	17_SYT7	1	5	4	5.9	5	1	6	.9046108	.3137231	.333435	.0467825	.028063	1.412188	.4621979	.5860779	-1.744448	-1.056937	.6533766	.8561915	.9001216	.9001216	1.039416	.6094088	1.231035	.1323128	.8830801	1.182917	2.01543	.9160339	.5168467	.4672083	.2329639	.6202583	.5807581	-.9160339	.1992013	1.276569
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_G09	201009	1	NE262	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.7093522	.7312261	.7202891	1	3	11.905016	.4423848	.1361184	.4915365	.6235328	1	31	178	260408	4569	3933	2512	889	57	6.529e+08	1	5189138	157569	166	249	205	117	80	477224	6465	7785.3394	6985.6592	5.03e+07	76.29739	8869070	1	3846.752	885717.4	1202929	17_SYT7	1	5	4	8.583333	5	1	6	-.3732596	-.4756435	-.3732596	-.6282339	.583285	.7916386	1.934674	-.3570045	-1.027779	-1.056937	-.2393802	-.0932869	-.9001216	-.1749599	.0087037	-.5468132	.4665176	.077034	-.4672083	-1.098629	-1.276569	-1.442637	-2.221519	-2.221519	.8198867	.3711493	1.139761	.1879993	.9500138	-.3829533
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_E03	201009	2	NE283	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.8464168	.9232084	1	3	16.577216	.0680592	.1020888	.65009666	.5455912	1	3	199															25	782019	1840	7374.4777	7515.3652	1.36e+07	-936.1251	-3.67e+07	82				17_SYT7	1	5	5	10.38333	5	1	6								-1.824826	-1.333303	-1.468782	.8320063	.999469	.8001721	-1.360692	-1.360692	-1.447034	-.8142654													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_E04	201009	1	NE226	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.0761298	.0236239	.0498768	0	1	12.822507	.85074	.4083552	.6976647	1.6367736	1	44	142	396557	4896	3956	3983	1160	81	1.597e+09	1	5679588	189706	172	250	201	137	57	755744	4032	11820.892	9974.6431	4.77e+07	717.4097	-4.36e+07	0	3940.941	944111.3	1299499	17_SYT7	1	5	3	5.033333	5	1	6	-.1407598	-.1407598	.0655185	.3532773	-.028063	1.084382	1.046231	1.098219	.4935534	.5518063	.9719386	.1103117	.6854571	-.6854571	-.8490862	-.5674293	-1.060907	1.412188	.7307821	-.7307821	-1.228396	-.1434119	-1.098629	-1.327902	.9851276	.9500138	1.474486	.2216821	.8353711	.7598096
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_B07	201009	1	NE243	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.6225304	1	.8112652	1	3	14.555546	.4764144	.2722368	.52324853	.6235328	1	12	159	327611	6300	4443	6102	1619	52	1.999e+09	2	3993879	153285	133	303	162	127	41	606844	2976	7916.0921	7375.5491	2.36e+07	-235.7285	-2.44e+07	0	4016.902	962878.1	1294863	17_SYT7	1	5	4	6.8	5	1	6	.1976952	.0655185	.028063	.4966967	-.2941324	.9574387	-.8122178	-.223522	-1.027779	-.2306747	-.0423544	.4650553	-.2193353	-1.085325	-1.167383	-1.269605	-.3701542	-.2216821	.1656644	.3948109	-.6202583	.3476938	.4672083	-.4428217	.2556183	.2329639	0	1.382994	-.2556183	.1545286
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_E01	201009	1	NE202	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.9480892	.9740446	1	3	16.186641	0	.2041776	.63424064	.5455912	1	20	118	331028	8947	8891	5117	1420	37	1.743e+09	1	4674480	127251	153	221	182	111	117	742026	8121	10984.859	10522.713	8.92e+07	-741.0389	-1.12e+07	97	4080.705	1104683	1358401	17_SYT7	1	5	3	3.1	5	1	6	.4756435	1.196906	.5179723	1.196906	1.830574	.8994349	-.5265806	-2.318758	-1.333303	-.6222404	.7735631	.918976	.5791321	.5485223	.4211972	.3513149	-.2044163	-.9851276	.2104284	2.620817	2.620817	.077034	-.2329639	-.8669582	.542144	-.3948109	.7023576	-.4549811	.3128614	-.6202583
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_B04	201009	1	NE223	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.9018393	1	.9509196	1	3	8.6428253	.340296	.3062664	.38054438	1.6367736	1	41	139	333503	5558	4759	7288	2579	60	2.353e+09	1	3591634	129433	160	210	164	132	68	395351	5395	7103.1522	6284.3123	3.83e+07	190.5949	8545975	0	3650.646	813327	1022005	17_SYT7	1	5	3	4.833333	5	1	6	-1.15946	-1.277311	-1.830574	-2.082318	-1.941161	-1.655889	-.0284883	-.8636957	.4935534	-.0084684	-1.027779	-1.013522	-1.562987	-.4499066	-.4595582	-.8142654	.4469245	.2898515	.2329639	-.1434119	-.3476938	.6744897	1.059277	1.228396	-.077034	-.2784047	1.003148	-.7745655	-.1879993	.5043221
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_H01	201009	2	NE270	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	5.3227749	.4083552	.2382072	.23784024	.6235328	1	39	186	388903	6482	6082	4106	1339	60	1.497e+09	1	4921882	191104	134	237	209	142	31	714568	2570	8369.2879	8110.4617	2.15e+07	-617.1363	-3.87e+07	31	3945.907	988658.1	1352689	17_SYT7	1	5	4	9.383333	5	1	6	-.0842775	.1786546	.4547992	-.583285	-.0842775	-.5114692	-.0665126	-.5361763	-1.027779	-.4276322	-2.321307	-2.122643	.4595582	-1.318011	-1.239183	-1.352998	-.9169766	.2898515	.6202583	.542144	.8198867	-.2329639	-.9500138	-1.098629	.7023576	1.0215	.077034	-.0219897	1.0215	1.040203
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_E03	201009	1	NE218	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.8044259	.5096826	.6570542	1	3	6.7058996	.170148	.170148	.52324853	1.4029488	1	36	134	314536	4839	4463	3568	1128	65	1.160e+09	1	3946827	172832	126	242	181	155	105	885192	8185	9701.4226	8913.6749	7.94e+07	-197.1708	5813503	75	4471.621	1145821	1523280	17_SYT7	1	5	3	4.366667	5	1	6	2.082318	1.366947	1.526579	.5179723	1.15946	.9876823	.0855575	-1.544575	.1701847	-.8320063	-.0423544	-1.706915	1.101146	.3554904	.4402967	.1864235	.3513149	.6607511	-.0109942	-.8198867	-.5938214	-.6471361	-1.382994	-1.382994	.2104284	.7307821	-.2898515	.0439901	.2556183	1.756827
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_H01	201009	1	NE205	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.6492718	.8478835	.7485777	1	3	11.599186	.2722368	.1361184	.57081658	.9352992	1	23	121	264604	4993	3879	6894	2284	53	1.749e+09	1	3722799	104675	149	196	150	128	91	414914	5764	9306.2181	8627.5463	5.36e+07	-267.4333	-1.52e+07	0	3761.658	860191.6	1078619	17_SYT7	1	5	3	3.383333	5	1	6	-.7467344	-.7222362	-1.15946	-1.941161	-.6744897	-1.522757	-1.358698	-1.214676	-.4462656	-1.056937	.4091461	-.1960199	-1.360692	.1485047	-.2731704	-.4275015	-.2224756	-.0991079	-.4428217	-.5938214	-1.382994	.0991079	.9160339	.6471361	.0991079	-.8198867	.5807581	-1.059277	-.6883569	.2216821
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_H07	201009	1	NE248	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	20.468266		.1020888	.47568048	.389708	1	17	164															163	910542	11888	8551.844	7722.2425	1.02e+08	6.301048	4.79e+07	36	4409.85	1246862	1621510	17_SYT7	1	5	4	7.233333	5	1	6	1.738689	1.941161	2.082318	2.283719	2.082318	-.8176907	1.358698		-2.469942	-1.468782	-.3725821	1.874869	1.277605	1.167383	1.101146	.526427	1.125061													
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_G03	201009	2	NE285	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.8822702	.8805611	.8814156	1	3	13.219036	.8167104	.3062664	.58667259	1.3250072	1	5	201	418859	5899	4758	8137	2033	71	3.413e+09	1	4033543	178226	137	226	179	151	18	935753	1824	4637.9896	4403.345	8459693	-138.4468	1.00e+07	13	4102.199	989869.4	1331978	17_SYT7	1	5	5	10.51667	5	1	6	.539485	.2168077	.274654	-.9046108	.6396686	-.4689607	2.076164	.9538965	.0169375	-.0084684	.5321897	.161599	1.360692	-1.506478	-1.406006	-1.687281	.526427	.9674216	.8510585	.0329879	-.3711493	1.756827	1.507905	.324428	.2784047	.7598096	.2442754	-.3013365	.1656644	1.507905
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_B09	201009	1	NE258	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	16.696358	.7486512	.1020888	.45982446	1.7926568	1	27	174	515426	5664	5763	4792	1559	91	2.542e+09	1	5685421	220263	154	279	181	150	153	741976	10930	10322.619	9905.1518	1.13e+08	-701.9454	2.27e+07	0	4190.898	1014363	1353182	17_SYT7	1	5	4	8.016666	5	1	6	1.023715	.5179723	.4756435	-.1030662	-.028063	.7661131	.8389183	.6798513	.8200946	-1.468782	-.4840105	1.027779	.5586672	1.069771	.9814135	.6308035	.8142654	1.756827	1.228396	-.0991079	.542144	.7894919	-.4672083	-.542144	1.0215	1.382994	.7452173	.9674216	.2556183	1.412188
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_E02	201009	1	NE210	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.9546527	.9786445	.9666486	1	3	8.6428253	.3743256	.340296	.3964004	1.3250072	1	28	126	140456	4531	4193	4386	1953	31	5.808e+08	1	2071708	89892	106	242	121	105	6	378965	576	4422.0278	3875.799	2547088	244.6992	1.29e+07	0	3633.099	761064.1	1032652	17_SYT7	1	5	3	3.683333	5	1	6	-1.320803	-2.283719	-1.589532	-.6744897	-1.320803	-.2088229	-.1046335	-.7345969	.0169375	.1444627	-.8808881	-1.013522	-1.971987	-1.815517	-1.772034	-2.305712	.5468132	-1.442637	-1.756827	-1.139761	-1.0215	-1.662107	-.7598096	.2104284	-1.182917	-1.182917	-1.25212	.0439901	-1.870579	-1.0215
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_E01	201009	2	NE268	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.9541697	.9770849	1	3	16.940262	.9528288	.4083552	.74523275	2.2603064	1	37	184	392234	6430	5970	5836	2312	61	2.159e+09	2	6479831	166780	178	248	213	125	246	1049000	19455	9536.3351	8478.9314	1.86e+08	131.4581	1.19e+08	29	4227.392	1088294	1496378	17_SYT7	1	5	4	9.233334	5	1	6	1.15946	1.089078	1.416202	1.830574	1.320803	-.094374	1.227334	1.440734	1.201055	.5518063	1.071858	1.118125	2.111583	1.971987	2.111583	1.398471	2.10592	.3948109	.6471361	.491876	.7023576	.491876	.2556183	.8198867	1.382994	.5938214	1.756827	.1656644	1.059277	.0219897
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_B03	201009	1	NE215	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.7182083	.5379441	.6280762	1	3	10.987525	.2722368	.2722368	.53910454	2.1823648	1	33	131	354554	5909	5159	5496	1962	60	1.967e+09	1	4774614	191155	138	269	197	141	23	726426	1575	8107.9003	7000.0006	1.28e+07	382.5715	-2.89e+07	14	4298.678	1108870	1471137	17_SYT7	1	5	3	4.166667	5	1	6	1.526579	1.236109	1.055832	.9046108	.8767968	.4689607	.7353585	-1.214676	1.118125	-.2306747	.0677986	-.3725821	.498608	-1.429788	-1.454408	-1.499273	-.5882894	.2898515	.4186956	.0549976	.0109942	.324428	.077034	.2329639	.6202583	1.059277	.2784047	.6883569	.7598096	.9674216
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_F04	201009	1	NE227	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.0818125	.0272892	.0545508	0	1	17.409963	.8847696	.4764144	1.1099211	3.117664	1	45	143	551028	7872	5889	4628	1514	70	2.544e+09	1	4621961	202613	132	250	215	150	162	965924	11825	11627.556	11425.415	1.37e+08	-1123.495	2.20e+07	8				17_SYT7	1	6	3	5.108334	6	1	6								1.197036	2.122643	.999469	1.926403	1.183815	1.562987	1.133643	1.069771	.9441942	.7899149	.8830801	1.442637	1.580314	.5938214	.8198867	-.542144	-.5938214	.5168467	1.182917	-.0439901	.2216821	1.182917	1.412188
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_C09	201009	1	NE259	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.9099613	.9549806	1	3	13.230281	.5444736	.2722368	.53910454	1.558832	1	28	175	170584	5331	4307	3999	1481	32	6.322e+08	1	1991526	83843	93	270	147	84	95	720743	7375	8773.6203	7159.9031	6.47e+07	866.6981	2.03e+07	10	3976.693	938608.4	1233494	17_SYT7	1	6	4	8.1	6	1	6	.0467825	-.1596785	-.2359998	-.8496452	-.4756435	.599451	.3186394	.076809	.3454851	-.2306747	.0677986	.178783	.4789918	.2193353	.1838047	-.1327815	.7660241	-1.354934	-1.442637	-.3948109	-.8198867	-1.580314	-1.059277	-.7023576	-1.327902	-1.382994	-1.580314	.7307821	-.8198867	-1.870579
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_H02	201009	2	NE278	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.9111816	.9839594	.9475705	1	3	9.7700943	.5444736	.2041776	.53910454	.779416	1	47	194	239538	4607	4383	5397	1869	52	1.344e+09	1	2660557	128035	111	198	165	133	60	567510	4078	5924.3742	5744.3225	2.42e+07	-374.9435	3382750	37				17_SYT7	1	6	4	9.975	6	1	6								.076809	-.6325508	-.6222404	.0677986	-.7286493	-.4211972	-.6208137	-.8001721	-1.231035	.2771172	-.2216821	-.6744897	-1.059277	-.7307821	-.4428217	-.0109942	.077034	-.8510585	-.3711493	-.8830801	-1.0215	-.1323128	.5807581
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_F08	201009	1	NE254	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.818588	1	.909294	1	3	9.6622598	.4083552	.0680592	.60252861	.7014744	1	23	170	151833	5423	2826	7258	2566	28	1.079e+09	1	1837906	73917	110	154	136	104	75	382182	5567	6630.1721	6319.0907	3.69e+07	-321.8812	6555074	8	3778.006	791778.9	986938.5	17_SYT7	1	6	4	7.7	6	1	6	-.6511877	-1.659501	-2.283719	1.236109	-2.67546	-2.280866	-1.079639	-.5361763	-.7735631	-2.048199	.6533766	-.7735631	-1.693934	-.264147	-.3462343	-.8391085	.3701542	-1.662107	-1.662107	-.3013365	-2.01543	-.7894919	1.0215	1.182917	-1.507905	-1.756827	-.9500138	-2.221519	-1.382994	-1.098629
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_F03	201009	1	NE219	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.8168651	.6029683	.7099167	1	3	10.273921	.3743256	.3062664	.53910454	2.0264816	1	37	135	561358	7017	7349	5573	1779	80	2.929e+09	1	6861258	195938	184	269	235	122	118	976299	7842	14587.85	11526.55	1.14e+08	1721.944	-2737080	0	4140.98	1084526	1484086	17_SYT7	1	6	3	4.433333	6	1	6	.698164	1.055832	1.277311	.3933922	.698164	-.0188479	-.1237476	-.7345969	1.027779	-.0084684	.0677986	-.5419719	1.693934	.5894558	.3094957	.652491	.0441451	1.301807	1.507905	.8830801	1.756827	1.059277	.1656644	-.1101623	1.507905	1.098629	1.870579	.6883569	1.937932	-.1101623
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_H03	201009	2	NE286	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.9606005	.9803002	1	3	13.037513	.680592	.3062664	.8879369	1.7926568	1	6	202	350344	5308	4405	8029	2429	66	2.748e+09	1	3588267	140932	150	259	143	122	170	660992	12576	10577.656	9763.5942	1.33e+08	-286.1483	4.53e+07		3909.877	1062738	1309981	17_SYT7	1	6	5	10.58333	6	1	6	-.2552792	.8767968	.1218913	1.416202	1.416202	1.735192	-1.652244	.4875758	.8200946	-.0084684	1.520528	.1273686	.1309267	1.277605	1.202508	.7660241	1.060907	.7023576	.3711493	-.4186956	-.7023576	.9851276	1.442637	1.0215	-.0991079	-.0109942	.6202583	.4186956	-1.0215	-.1101623
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_F06	201009	1	NE240	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.6897249	.9335268	.8116258	1	3	15.57498	0	.4764144	.87208088	2.2603064	1	9	156	487364	6586	4293	5075	1779	74	2.348e+09	1	5223962	225505	142	301	201	153	47	895994	2912	8468.5951	7359.2168	2.47e+07	335.3224	-2.30e+07	0	4160.006	1101752	1479630	17_SYT7	1	6	4	6.35	6	1	6	.7716892	1.15946	1.196906	.2359998	1.277311	-.4480247	.9228975	-2.318758	1.201055	.999469	1.468782	.7735631	1.202508	-.9536166	-1.202508	-1.194214	-.3513149	1.098629	1.098629	.7023576	-.9160339	.6202583	-.2784047	-.1101623	.8510585	1.442637	.3948109	1.327902	.8353711	1.580314
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_C03	201009	1	NE216	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.7285693	.5335773	.6310732	1	3	7.4195038	.1361184	.0680592	.44396845	1.3250072	1	34	132	210624	5693	6445	6571	2207	37	1.546e+09	1	1978693	94322	110	211	139	95	50	430440	3776	11089.445	10505.519	4.19e+07	-616.926	-5.82e+07	0	3564.488	799614.6	1019104	17_SYT7	1	6	3	4.233333	6	1	6	-1.941161	-1.469154	-1.941161	-1.236109	-1.366947	.5330702	-2.277988	-1.668391	.0169375	-2.048199	-.6119958	-1.420695	-1.277605	-.9265376	-.9265376	-.6968199	-1.447034	-.9851276	-.8830801	-.0549976	1.059277	-.1879993	.7307821	.5168467	-1.382994	-1.059277	-.9500138	-.7164975	-1.228396	-1.327902
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_F01	201009	2	NE269	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	12.492943	.3743256	.2382072	.45982446	1.4029488	1	38	185	340565	5406	6941	5050	2093	63	1.865e+09	1	4564269	164738	125	280	190	115	68	546746	5327	7815.2266	6939.1731	4.16e+07	158.9765	943230.2	0	3844.632	887631.5	1176416	17_SYT7	1	6	4	9.283334	6	1	6	-.3933922	-.4547992	-.6056064	-.274654	-.2168077	1.018857	1.187962	-.7345969	.1701847	-.4276322	-.4840105	.0932869	-.5791321	-.4499066	-.498608	-.7195031	.1506121	.5677931	.2784047	-.324428	1.580314	.2104284	-.3013365	.3711493	.491876	.491876	-.3593968	1.040203	.5168467	-.4549811
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_F01	201009	1	NE203	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	8.133108	.2722368	.2041776	.3012643	1.4029488	1	21	119	363671	5348	5454	8553	3145	68	3.208e+09	1	5826112	171549	169	265	203	134	85	405944	5985	9604.1163	8554.8268	5.75e+07	113.0487	-1.01e+07	0	3843.824	839690.3	1077348	17_SYT7	1	6	3	3.266667	6	1	6	-.4136855	-.9624554	-1.196906	-.7222362	-1.023715	-2.672948	-.9523705	-1.214676	.1701847	-.6222404	-1.874869	-1.087022	-1.406006	.0261137	-.2372021	-.3139999	-.1864235	.8045964	.491876	-.3476938	.1879993	1.382994	1.870579	2.221519	1.182917	.6471361	1.276569	.529453	.8830801	.63364
InsH2Bfabp_CD15_10dpf_VAST02_plate02_SYT7_201009_C03	201009	2	NE281	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	18.573971	.9187992	.340296	.93550494	2.8838392	1	1	197	408029	6090	5978	4212	1766	67	1.658e+09	1	5702259	188281	160	258	239	105	60	965658	4912	6376.2868	6042.2676	3.13e+07	-261.3923	5578356	31	4273.297	1299798	1579416	17_SYT7	1	6	5	10.21667	6	1	6	1.320803	2.283719	1.830574	1.526579	2.283719	1.051056	-.8662307	1.289343	1.784612	.1444627	1.638337	1.468782	1.506478	-.6208137	-.5998427	-1.030411	.3325995	.7452173	.7894919	.2556183	.7307821	-.0329879	-.8830801	-.1992013	1.059277	.8830801	1.003148	.3829533	2.221519	-1.0215
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_C05	201009	1	NE232	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.6958333	1	.8479167	1	3	12.210846	.5444736	.340296	.42811243	2.4941312	1	1	148	249171	5537	5587	6020	2279	45	1.603e+09	1	3558512	128693	126	226	180	119	185	585120	12574	13002.12	11276.602	1.63e+08	420.0679	5.05e+07	45	3637.982	872334	1168072	17_SYT7	1	6	4	5.583333	6	1	6	-1.236109	-.6056064	-.6744897	.5612504	-.6511877	.6221632	-.4411686	.076809	1.468782	.1444627	-.7286493	.0423544	-.3278097	1.429788	1.167383	1.194214	1.194214	-.6471361	-.5938214	-.1656644	.3476938	-.1212301	.3476938	.6202583	-.1434119	-.3476938	-.2898515	-.3013365	.1992013	-.2669941
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_F02	201009	1	NE211	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	.8389723	.9194862	1	3	10.783638	.4423848	.3743256	.7928008	2.727956	1	29	127															0	567116	0		9909.6401				0	3470.698	837686.4	1075225	17_SYT7	1	6	3	3.75	6	1	6	-2.283719	-.9926193	-1.236109	-1.830574	-1.216274	-.1895981	-.7860842	-.3570045	1.576699	.3186394	1.218661	-.3999556	-.4402967	-2.460124	-2.460124															
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_C01	201009	1	NE200	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	1	1	1	1	3	24.138231	1.020888	.510444	1.2526253	2.8058976	1	18	116															86	1082460	7015	7597.752	8008.475	5.33e+07	-1272.851	-5209671	8	4503.87	1190801	1608964	17_SYT7	1	6	3	2.966667	6	1	6	2.283719	1.738689	1.941161	1.589532	1.738689	1.827204	-.0094949	1.635039	1.706915	1.255053	2.708601	2.708601	2.699497	.0696849	.1133889	-.4665176	-.0441451													
InsH2Bfabp_CD15_10dpf_VAST02_plate01_SYT7_201009_H02	201009	1	NE213	insH2Bfabp	CD15	SYT7	1	0	0	2	1	10	.0810332	.0190344	.0500338	0	1	20.060492	1.1229768	.6125328	1.014785	3.4294304	1	31	129															58	904955	4321	7391.059	6785.2502	3.19e+07	-90.38844	-6186661	5				17_SYT7	1	6	3	3.966667	6	1	6								2.11991	2.708601	1.82788	1.784612	1.784612	1.239183	-.663603	-.7076435	-.9721299	-.0972407													
