filename	date	plate	index	line	diet	Exp	overfeeding	cholesterol	glucose	VAST	Imaged	age	fto_nwt	fto_dich	qRNA	protein	ldl	gluc	tc	tg	Anders_batch	pos_bio	Löpnr	Volume	CellVolume_Av	CellVolume_Stdev	CellInt_Av	CellInt_Stdev	NrCells	CellInt_Tot	isletNr	IV	ISA	IED	IPAL1	IPAL2	IPAL3	LiverLipN	LiverArea	LiverLipArea	LiverLipInt_Av	LiverLipIntBG	LiverLipInt_Tot	LiverLipInt_Av_Res	LiverLipInt_Tot_Res	vld_area	length	dorsal_area	lateral_area	file	batch	tank	batch_bio	tod	tank_n	batch_n	nr_tanks	intlength	intdorsal_area	intlateral_area	intangle	inteye_area	intcurvature	intpig_dorsal_tail	intldl	inttg	inttc	intgluc	intprotein	intLiverArea	intLiverLipN	intLiverLipArea	intLiverLipInt_Tot	intLiverLipInt_Tot_Res	intNrCells	intVolume	intCellVolume_Av	intCellVolume_Stdev	intCellInt_Tot	intCellInt_Av	intCellInt_Stdev	intIV	intISA	intIED	intIPAL1	intIPAL2	intIPAL3
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_G08	201119	3	NC436	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.7114026	1	2		.2722368	.45982446	.2041776	.7014744	1	5	152	374479	8322	7078	20605	8592	45	7.346e+09	3	4018335	146963	129	298	168	102									24	3715.687	890024.1	1056488	30_FTO	1	4	4	5.583333	4	1	5	-.5759842	-.6319841	-1.289343	-.3964395	-.440101		-.9628627	-.4128199	-.7321905	-1.564726	.8439581							-.3690087	.1730713	.8122178	.8662307	.8122178	1.312374	1.652244	.0855575	.1237476	-.1333212	1.046231	-.2396442	-.982695
InsH2Bfabp_CD15_10dpf_VAST02_plate04_FTO_201119_A01	201119	4	NC448	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9742609	1	2	12.981911	.7486512	.47568048	.4764144	1.4029488	1	17	164															319	961616	26306	43397.96	31305.177	1.14e+09	6669.481	5.78e+08	9	4424.505	1116796	1500715	30_FTO	1	4	4	6.666667	4	1	5	1.781505	.8588724	.9405437	1.368253	.6167268	.0454255	.3231583	1.274138	.1812018	-.0163839	.9674216	.5123707	1.379037	1.670146	1.950682	2.091354	2.091354													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_A09	201119	3	NC438	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.8748369	1	2	13.569026	.4764144	.36468837	.510444	2.6500144	1	7	154	149106	3823	4303	1262	306	39	1.997e+08	1	2897150	101423	142	206	169	103									13	4210.167	1280149	1547654	30_FTO	1	4	4	5.7	4	1	5	.9405437	1.700478	1.289343	1.413413	1.871871	1.107412	1.368253	.3251097	1.623067	.2062427	.2398358	.7135193						-.852495	-2.073047	-2.076164	-1.582058	-2.670415	-2.670415	-2.670415	-.6626172	-1.046231	.3186394	-.7860842	-.191052	-.9228975
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_E08	201119	3	NC434	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.8213667	1	2	14.662837	.680592	.50739251	.4764144	2.4161896	1	3	150															386	1021180	29641	24157.15	20266.014	7.16e+08	-1128.878	3.29e+08	22	4667.05	1272373	1706865	30_FTO	1	4	4	5.483333	4	1	5	2.706351	1.513562	2.706351	1.247187	1.371985	1.177163	.4719166	1.049131	1.351702	-.0163839	1.186831	.9084579	1.537841	2.682873	2.292136	.8390169	1.480702													
InsH2Bfabp_CD15_10dpf_VAST02_plate04_FTO_201119_C01	201119	4	NC450	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	8.2962419	.4764144	.15856016	.4423848	1.169124	1	19	166	572067	10036	7476	9483	3571	57	5.423e+09	1	7002592	258166	175	347	210	119	65	917658	5392	18970.312	14901.604	1.02e+08	-755.3314	-1.99e+08	0	4434.203	1674506	1674580	30_FTO	1	4	4	6.766667	4	1	5	1.871871	2.704083	2.318758	2.704083	2.706351	-.4407137	-2.704083	.3251097	-.0820078	-.2737019	-1.623067	-.3025435	1.248962	-1.670146	-1.600494	-1.428025	-1.379037	.3996777	1.183424	1.582058	1.079639	.2007308	-1.046231	-.5707313	1.408136	1.652244	1.731664	1.652244	1.046231	-.0760316
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_E09	201119	3	NC442	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2							11	158	408088	7159	6127	14747	4474	57	5.869e+09	1	3957644	154904	134	214	197	141	113	494670	10671	27949.455	20229.287	2.98e+08	2701.495	-8.85e+07	0	3703.227	987716.1	1168670	30_FTO	1	4	4	5.933333	4	1	5	-.6374841	-.0257559	-.6798513	-.1638325	.0341104	-.6744897	-1.5699						-.8390169	-.8520964	-.6687583	-.2026405	-.4140573	.3996777	.4766831	.0855575	-.0569997	.3588638	.1813911	.0855575	.0284883	.3186394	.0189907	-.6626172	.6626172	.982695
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_G07	201119	3	NC429	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9349471	1	2	14.265087	1.020888	.3964004	.6465624	2.8058976	1	47	145	500251	10209	9248	15891	5463	49	7.655e+09	2	5457052	188767	168	232	224	138	74	1709038	7168	19170.737	15711.559	1.37e+08	-1394.451	-1.77e+08	6	4465.625	1190741	1620598	30_FTO	1	4	3	5.2	4	1	5	1.980752	1.210656	1.703709	1.325723	1.41707	-1.107412	.8343042	2.333769	2.061917	1.138523	.4397327	.8193489	2.292136	-1.480702	-1.210004	-1.210004	-1.137153	-.142907	.8608639	1.731664	1.934674	.982695	.5048896	.7106959	.9523705	.8942052	1.382994	-.3386831	1.358698	.8942052
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_A07	201119	3	NC423	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	6.1112214	.4764144	.15856016	.3743256	1.2470656	1	41	139	380888	6682	5889	14969	4459	57	5.465e+09	1	4474980	162176	111	274	205	156	314	1489598	24400	30133.552	18653.02	7.35e+08	6519.444	3.74e+08	76	4110.712	1072578	1476580	30_FTO	1	4	3	4.85	4	1	5	.6585199	.6111566	.7916386	.590591	1.113937	-.7208294	.5702721	.3251097	.0245773	-.8207921	-1.623067	-.7478586	1.670146	1.453859	1.600494	.919825	1.748994	.3996777	.271171	-.2396442	-.2201458	.2592342	.2201458	.0665126	.3588638	.5048896	-1.150349	.7106959	.8662307	1.731664
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_E05	201119	3	NC421	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0612593	0	1	6.6084083	.4083552	.28540829	.4083552	1.7926568	1	39	137															135	676454	9842	20987.376	16724.398	2.07e+08	-627.6516	-1.24e+08	9	4007.922	1062365	1326565	30_FTO	1	4	3	4.483333	4	1	5	.3844023	.550186	.051178	.6530894	.7458098	.7208294	-.1291231	.0737913	.659143	-.5413951	-.1978822	-.6151411	.1468991	-.6015928	-.8390169	-.8132785	-.7633487													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_A04	201119	3	NC402	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	0	0	1	7.2050326	.510444	.3964004	.5444736	1.4029488	1	20	118	340830	6554	6253	8035	2514	52	2.696e+09	1	4273160	166720	129	243	191	128	313	737976	22591	41959.977	35549.155	9.48e+08	832.4778	3.16e+08	14	4122.57	960395.8	1441469	30_FTO	1	4	3	3.183333	4	1	5	.7234756	-.1812589	.6374841	1.109712	-1.082768	-.1550123	.1812589	.4669679	.1812018	.4578519	.4397327	-.5324627	.47465	1.355738	1.333153	1.537841	1.428025	.1237476	-.0574353	-.3588638	.0665126	-1.150349	-1.358698	-1.312374	.2007308	.639147	-.1333212	.0665126	.4516583	.4307273
InsH2Bfabp_CD15_10dpf_VAST02_plate04_FTO_201119_G01	201119	4	NC454	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	0	0	1	8.6950223	.6465624	.45982446	.4764144	1.6367736	1	23	170	640031	8768	7666	10541	2654	73	6.695e+09	1	5831448	204009	163	315	173	129	259	794516	18874	31813.728	24330.267	6.00e+08	2314.969	1.48e+08	47				30_FTO	1	4	4	7	4	1	5								.9039667	.4578519	-.0163839	.8439581	-.15842	.788068	.8132785	.7152533	.6236663	.7390873	.982695	1.515006	1.079639	1.150349	.7106959	-.6864582	-1.227334	1.227334	1.079639	1.268707	1.358698	.0094949	.4727891
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_A06	201119	3	NC414	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.7505475	1	2	8.3982813	.510444	.45982446	.170148	1.0911824	1	32	130	217987	5317	4692	7927	2606	41	1.616e+09	1	2442793	92336	123	180	128	119	145	423490	10770	32976.098	24024.802	3.55e+08	3793.964	-9.22e+07	24	3682.086	897515.9	1143189	30_FTO	1	4	3	3.983333	4	1	5	-.7014965	-.5702721	-.8151858	.1638325	.1196481	.7934147	1.285464	.4669679	-.1895354	-2.061917	.8439581	-.2569689	-1.289915	-.4140573	-.5798085	-.0182976	-.4340756	-.7106959	-1.404045	-1.187962	-1.268707	-1.652244	-1.408136	-1.268707	-1.268707	-1.518899	-.4099833	-1.652244	-1.77585	-.0760316
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_A10	201119	3	NC446	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0561026	0	1	15.358899	.85074	.65009666	.2382072	2.5720728	1	15	162	810650	9426	7664	16816	5403	86	1.356e+10	1	8121044	277313	162	358	219	149	143	929577	13312	21080.478	17311.449	2.81e+08	-1143.048	-5.95e+07	1	4318.939	1317787	1648950	30_FTO	1	4	4	6.166667	4	1	5	1.251137	1.868849	1.980752	1.210656	2.11991	-1.604084	.9628627	1.687521	1.486092	-1.331555	1.759861	1.216548	1.289915	-.4542693	-.2590192	-.3162341	-.2213531	1.616156	2.667861	1.312374	1.114298	2.277988	.6160238	.639147	1.731664	2.076164	1.227334	1.823803	1.207414	1.461277
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_G01	201119	3	NC389	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.981997	1	2	13.270713	.3062664	.25369626	.2041776	1.169124	1	7	105	298068	5961	5275	14295	6026	50	4.165e+09	1	3399680	128104	128	244	182	111	186	760804	14672	39578.172	26684.283	5.81e+08	7639.4	9.08e+07	14	4065.312	1027373	1428698	30_FTO	1	4	3	2.083333	4	1	5	.4972006	.2871825	.5559701	.8588724	.206072	.4608203		-.2907509	-.0820078	-1.564726	-.5225216	.6151411	.6015928	-.1654204	-.1100008	.6015928	.6236663	-.0474919	-.4766831	-.7604767	-.7604767	-.3996777	.1237476	1.114298	-.3186394	-.2987229	-.2201458	.142907	.2201458	-.4941332
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_G02	201119	3	NC395	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	3.0286623	.2041776	.20612821	.340296	.779416	1	13	111	314206	6412	5883	15179	4350	49	4.803e+09	1	3076189	113040	124	195	172	131	75	574118	5968	37977.807	43952.588	2.27e+08	-11860.12	-5.39e+08	11	3403.551	825723.6	1130344	30_FTO	1	4	3	2.483333	4	1	5	-1.980752	-1.247187	-.8636957	-.6111566	-1.289343	1.953802	.7182507	-.8439581	-.5797377	-1.049131	-.9288995	-2.697177	-.4140573	-1.428025	-1.480702	-.6460481	-2.682873	-.142907	-.2910771	-.4621979	-.2494273	-.142907	.3386831	.0094949	-.5265806	-.7860842	-.3791918	-1.187962	-.0284883	.5932254
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_F01	201119	3	NC388	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	4.0230362	.4423848	.15856016	.4083552	.8573576	1	6	104	491166	11163	7761	14077	4072	44	7.363e+09	1	4958194	162153	146	243	186	126	314	1586096	30031	41206.864	28679.805	1.24e+09	7199.669	7.16e+08	0	4241.975	1116885	1531459	30_FTO	1	5	3	2.016667	5	1	5	1.082768	.8839701	1.146228	1.018966	.9405437	-.8185495	2.46507	.2062427	-.5038325	-.5413951	-1.623067	-1.356862	1.950682	1.453859	2.682873	2.292136	2.682873	-.4411686	.7804696	2.076164	1.268707	.8662307	.0284883	-.1813911	.7106959	.4834336	.5485223	.0665126	.2690661	.3690087
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_H07	201119	3	NC430	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9736528	1	2	9.6909674	.680592	.44396845	.4423848	1.7147152	1	48	146	406466	8129	8032	16992	5930	50	6.717e+09	2	5187192	156490	153	255	209	113	237	852404	18784	18398.151	14669.795	3.46e+08	-1087.215	4.77e+07	86	3864.205	944126.3	1259184	30_FTO	1	5	3	5.25	5	1	5	-.136841	-.2338924	-.294066	-.550186	.7916386	.3814107	-.0601266	1.049131	.5604634	-.2737019	.7321905	.070173	1.137153	.5055983	.6460481	-.0732517	.3942037	-.0474919	.434229	.6626172	1.461277	.7353585	.7106959	.9523705	.8122178	.3588638	.8254945	.4099833	1.013951	-.3690087
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_D09	201119	3	NC441	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	0	0	1	3.4264119	.2722368	.26955227	.3743256	.6235328	1	10	157	245071	5570	5394	28899	10935	44	6.661e+09	2	2958346	97679	129	242	139	90	130	450514	10215	18320.927	14645.934	1.87e+08	-1139.706	-1.10e+08	89	3558.741	760525.8	995417.2	30_FTO	1	5	4	5.866667	5	1	5	-1.371985	-2.117157	-2.318758	-2.316189	-1.052616	-.2290365	-1.210656	-.4128199	-.9415848	-.8207921	-.3511308	-1.768825	-1.069884	-.6918188	-.7390873	-.9481252	-.6015928	-.4411686	-1.183424	-1.114298	-.6160238	.6864582	2.670415	2.670415	-.6160238	-1.150349	-.1333212	-.0189907	-1.268707	-1.876359
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_D03	201119	3	NC398	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	9.8898421	.2041776	.26955227	.5785032	1.2470656	1	16	114	201523	6107	6029	14484	6658	33	3.116e+09	1	2289196	93493	121	235	122	104	98	820856	8758	55944.573	56267.4	4.90e+08	-6658.06	-4.73e+08	0	3835.558	989839.5	1269831	30_FTO	1	5	3	2.75	5	1	5	-.2498271	.0171695	-.223522	.7406526	-1.517059	-1.042669	.6215367	-.8439581	.0245773	.689997	-.3511308	.1053679	.9481252	-1.102894	-.9481252	.4952298	-1.950682	-1.4342	-1.820373	-.6626172	-.1046335	-.7353585	.142907	1.268707	-1.358698	-1.461277	-.4941332	-.2888094	-1.934674	-.8662307
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_H05	201119	3	NC422	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.894464	1	2	14.762274	.5785032	.3964004	.510444	1.8705984	1	40	138	253734	6189	6625	9724	3606	41	2.506e+09	1	3845200	126207	119	250	170	139	217	727116	18059	18008.317	14803.888	3.25e+08	-1616.04	2.52e+07	12	4224.876	1093049	1514891	30_FTO	1	5	3	4.55	5	1	5	1.023392	.6962035	1.082768	1.513562	.4589661	.0090821	2.117157	.7321905	.7868451	.2062427	.4397327	.9767936	.4140573	.2213531	.4340756	-.1284281	.1839985	-.7106959	-1.041357	-.6160238	.3791918	-1.187962	-.982695	-.5048896	.0094949	-.4203327	-.6626172	.3186394	-.1237476	.9228975
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_B04	201119	3	NC403	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0528306	0	1	14.662837	.7486512	.45982446	.5785032	2.8058976	1	21	119	441993	7491	6482	13139	4110	59	5.911e+09	1	4456586	151411	144	237	188	114	170	914866	13606	23723.399	20365.523	3.23e+08	-1665.774	-6.61e+07	13	4229.013	1095876	1557464	30_FTO	1	5	3	3.25	5	1	5	1.052616	.7182507	1.329529	.550186	.6374841	-.5858579	-.4719166	1.274138	2.061917	.689997	.8439581	.9084579	1.210004	-.2684913	-.2401435	-.1468991	-.2779876	.4941332	.6330246	.2690661	.3186394	.3791918	-.2396442	-.1046335	.3386831	.2007308	.4411686	-.1813911	.3386831	-.3086658
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_H04	201119	3	NC409	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9385475	1	2	9.094343	0	.19027219	.680592	1.94854	1	27	125															279	699444	22392	35172.271	28883.166	7.88e+08	954.2848	2.63e+08	1	3979.171	989286.2	1377931	30_FTO	1	5	3	3.6	5	1	5	.2763062	-.0085844	.2763062	.433869	-.0426427	.1000686	-.3595575	-2.061917	.9039667	1.438378	-1.092736	-.0526109	.2779876	1.053808	1.289915	1.248962	1.1728													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_H03	201119	3	NC401	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	7.30447	.3062664	.22198422	.4423848	1.2470656	1	19	117	340840	9212	6747	23452	9173	37	7.788e+09	1	2752016	115166	117	241	166	106	109	729670	11582	53783.049	53675.453	6.23e+08	-6132.947	-2.98e+08	128	3914.119	949419.9	1307634	30_FTO	1	5	3	2.933333	5	1	5	.0682605	-.2162831	0	.5106602	-.3298721	1.141593	-.3964395	-.2907509	.0245773	-.2737019	-.7868451	-.4924834	.4542693	-.9481252	-.4140573	.6918188	-1.670146	-1.079639	-.0382785	1.150349	.4834336	1.046231	1.823803	1.934674	-.8122178	-.7604767	-.7990828	-.0665126	-.3286447	-.7604767
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_B03	201119	3	NC397	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9021179	1	2		.170148	.28540829	.340296	.389708	1	15	113																											30_FTO	1	5	3	2.661111	5	1	5								-1.154327	-1.274138	-1.049131	-.1978822																			
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_D08	201119	3	NC433	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.918287	1	2	10.486466	.4423848	.66595267	.340296	2.2603064	1	2	149															271	779170	22113	23543.014	19176.168	5.21e+08	-613.3535	1.51e+08	10	4165.261	1048009	1459832	30_FTO	1	5	4	5.416667	5	1	5	.8636957	.4719166	.7234756	.3231583	0	1.541528	.9359187	.2062427	1.22064	-1.049131	1.997678	.1940281	.6687583	1.007138	1.248962	.5582959	.7633487													
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_D01	201119	3	NC387	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0667559	0	1	7.1055953	.8847696	.20612821	.6125328	2.338248	1	5	103	436988	8568	7431	10660	3682	51	4.598e+09	1	4910184	187705	149	218	180	159	137	1581722	10230	26870.96	25591.598	2.75e+08	-3935.208	-1.98e+08	70	4540.545	1264926	1644748	30_FTO	1	5	3	1.916667	5	1	5	2.318758	1.461656	1.871871	.4150816	1.703709	.1366539	1.210656	1.940758	1.292805	.8795835	-.9288995	-.5527719	1.84051	-.5582959	-.7152533	-.3745042	-1.333153	.0284883	.6098145	.9523705	1.046231	-.2201458	-.639147	-.4621979	.6626172	.8662307	.6744897	-.5485223	.1813911	1.823803
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_B02	201119	3	NC391	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	3.8241614	.7146216	.28540829	.4764144	1.0132408	1	9	107	692450	6789	5967	8550	2434	102	5.933e+09	1	8321979	291941	152	363	230	135									57				30_FTO	1	5	3	2.225	5	1	5								1.154327	-.2907509	-.0163839	-.1978822	-1.502891						1.934674	1.578269	-.2201458	-.162119	.3996777	-1.114298	-1.408136	1.934674	2.277988	.773217	1.934674	1.461277	.7604767
InsH2Bfabp_CD15_10dpf_VAST02_plate04_FTO_201119_D01	201119	4	NC451	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	3.5108776	.0340296	.34883235	.170148	1.0911824	1	20	167	446054	8578	8096	22829	8043	52	9.576e+09	1	4030000	159590	129	233	192	125	33	1049905	2944	11870.171	5248.852	3.49e+07	2149.918	-1.12e+08	10	3580.3	771113	1043224	30_FTO	1	5	4	6.833333	5	1	5	-1.251137	-1.977854	-1.371985	-1.868849	-.6270717	-1.75237	-.7866157	-1.654435	-.1895354	-2.061917	.1645718	-1.621572	1.600494	-2.292136	-2.292136	-2.292136	-.6460481	.1237476	.6805074	.982695	1.652244	1.408136	1.582058	1.582058	.1046335	.3996777	-.1333212	-.3186394	.5157048	.3186394
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_D04	201119	3	NC405	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	15.358899	.7826808	.66595267	.6465624	2.727956	1	23	121	321691	4949	5357	3006	848	65	1.020e+09	1	6101832	161851	172	278	184	129	61	654084	4559	27030.028	23565.594	1.23e+08	-1676.122	-3.17e+08	54	4138.059	1050955	1474337	30_FTO	1	5	3	3.366667	5	1	5	.7916386	.5106602	.7685224	1.175672	.3119191	.4407137	.7634326	1.415702	1.842791	1.138523	1.997678	1.216548	.0182976	-1.748994	-1.84051	-1.333153	-1.748994	.6626172	-.2120589	-1.461277	-.6626172	-1.823803	-1.934674	-1.934674	1.312374	.4621979	1.48947	.8122178	.2396442	.4727891
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_F09	201119	3	NC443	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	8.8954682	.5785032	.52324853	.5444736	1.4808904	1	12	159	399522	7683	7029	13550	4441	52	5.780e+09	1	5685984	206932	156	252	236	130	153	766576	12363	21433.9	18080.798	2.65e+08	-1587.081	-8.74e+07	12	4323.553	1112564	1494823	30_FTO	1	5	4	5.983333	5	1	5	1.329529	.8102296	.9143286	-.2338924	.7685224	.9530205	.1638325	.7321905	.2822162	.4578519	1.292805	-.070173	.6460481	-.3549491	-.3745042	-.47465	-.3942037	.1237476	.3925438	.3588638	.7353585	.3186394	-.142907	.0474919	1.046231	1.150349	.9674216	.3588638	1.731664	.5375191
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_D02	201119	3	NC393	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	1	1	2	4.3213484	.4423848	.25369626	.2382072	.9352992	1	11	109	337145	8872	8110	15174	4643	38	5.282e+09	1	4304458	161136	128	282	199	94	223	620142	16251	37514.912	30476.654	6.10e+08	1645.224	5.92e+07	168	3835.558	989839.5	1338363	30_FTO	1	5	3	2.333333	5	1	5	-.2498271	.0171695	.085363	.7634326	-.7014965	-.4608203	.6215367	.2062427	-.4128199	-1.331555	-.5225216	-1.163183	-.0916108	.3647092	.1654204	.6687583	.4542693	-.9674216	-.1150608	1.114298	1.731664	.1046335	.3086658	.1813911	.2201458	.4411686	-.2201458	.8942052	.6985257	-1.582058
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_B01	201119	3	NC386	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.1046009	0	1		0	.22198422	.3743256	.7014744	1	4	102	303070	5943	4806	9362	3259	51	3.010e+09	2	4049331	144936	143	250	189	113	201	447804	16098	28218.178	23026.696	4.54e+08	70.6134	2.28e+07	77	3614	846299.8	1152311	30_FTO	1	5	3	1.7	5	1	5	-1.052616	-1.018966	-.7458098	-1.109712	-.5068716	-.9820262	1.868849	-2.061917	-.7321905	-.8207921	-.7868451		-1.102894	.0182976	.1100008	.3549491	.1468991	.0284883	-.3515299	-.8122178	-1.150349	-.8942052	-1.079639	-.7604767	.1237476	.0855575	.3894143	.3186394	.3791918	-.3690087
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_D07	201119	3	NC426	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0121827	0	1	7.7022196	.5444736	.53910454	.4083552	1.8705984	1	44	142	35689	3244	4085	18327	2975	11	6.200e+08	1	294993	18837	51	162	81	44	279	668354	20560	30785.916	25928.006	6.33e+08	-368.9514	1.55e+08	19	3730.695	824437.6	1162165	30_FTO	1	5	3	5.016667	5	1	5	-.4972006	-1.325723	-.7014965	.3964395	-.5759842	1.337194	1.078475	.6189524	.7868451	-.5413951	1.372414	-.4243252	.0732517	1.053808	.9481252	.7633487	.8132785	-2.670415	-2.667861	-2.277988	-1.731664	-2.076164	1.114298	-1.046231	-2.670415	-2.670415	-2.670415	-2.670415	-2.670415	-2.670415
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_F06	201119	3	NC419	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9096601	1	2	8.7960309	.340296	.17441618	.340296	1.0132408	1	37	135	345128	7844	7284	13950	4314	44	4.499e+09	1	3017009	126264	112	207	163	124									81	3861.025	935632.6	1148168	30_FTO	1	5	3	4.333333	5	1	5	-.1540745	-.305121	-.7685224	.0257559	.5759842	.3043391	.6530894	-.1397103	-.2907509	-1.049131	-1.311934	-.0965586						-.4411686	-.0191357	.4834336	.9228975	-.2789242	.0094949	-.0094949	-.5707313	-.3996777	-1.029957	-.7478586	-.4307273	.2592342
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_F05	201119	3	NC412	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.8514509	1	2	8.7960309	.7486512	.20612821	.5444736	1.6367736	1	30	128	391413	7988	5780	12974	4073	49	4.979e+09	1	3961950	150736	146	203	195	130	223	601250	18584	27300.934	22412.534	5.07e+08	-210.0321	8.57e+07	19	4220.996	1032861	1445013	30_FTO	1	5	3	3.85	5	1	5	.9950172	.3964395	.6585199	.7182507	.051178	.0818291	1.778374	1.274138	.4578519	.4578519	-.9288995	-.0965586	-.1839985	.3647092	.6015928	.5370387	.5798085	-.142907	.3515299	.5932254	-.3791918	-.0094949	-.2987229	-.162119	.0474919	.1813911	.5485223	-.9674216	.639147	.5375191
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_F07	201119	3	NC428	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.0814962	0	1		.3743256	0	.3743256	1.0132408	1	46	144	145497	4693	3688	24264	9022	31	3.372e+09	1	1261132	64539	94	188	116	81	220	446024	17465	23607.111	18902.368	4.12e+08	-265.4536	4.68e+07	64	3625.299	794231.3	1023455	30_FTO	1	5	3	5.133333	5	1	5	-.9143286	-1.778374	-1.781505	-.6319841	-1.214676		-1.868849	-.0163839	-.2907509	-.8207921	-2.719607		-1.137153	.2970565	.3162341	.1284281	.3745042	-1.652244	-2.275086	-1.652244	-1.934674	-.6626172	1.934674	1.823803	-2.277988	-2.277988	-1.731664	-1.382994	-2.076164	-2.076164
InsH2Bfabp_CD15_10dpf_VAST02_plate03_FTO_201119_D06	201119	3	NC417	insH2Bfabp	CD15	FTO	1	0	0	2	1	10	.9680722	1	2	17.049334	.6465624	.28540829	.5785032	2.1044232	1	35	133	378476	7724	5883	13910	4871	49	5.304e+09	1	4662439	151418	134	229	206	109	85	1588903	7232	23143.989	16724.044	1.67e+08	1529.328	-1.63e+08	50	4361.53	1158412	1546323	30_FTO	1	5	3	4.183333	5	1	5	1.465234	1.048256	1.251137	.2162831	1.067571	.0636168	.1118291	.9039667	1.122999	.689997	-.1978822	1.969018	2.091354	-1.379037	-1.1728	-1.069884	-.9772061	-.142907	.2513717	.3996777	-.2494273	.1237476	-.0284883	.3386831	.4621979	.2201458	.0189907	-.4411686	.9228975	-.5819415
