filename	index	well	batch	tank	plate0	Project	column	row	line	proj	Exp	date	VAST	age	time	tod	length	dorsal_area	lateral_area	eye_max_d	eye_mean_d	eye_min_d	eye_area	bent_back	curvature	angle	PCE	dorsal_tail	pig_dorsal_tail	pig_dorsal_tail_Res	dorsal_area_Res	lateral_area_Res	condition	intlength	intdorsal_area	intdorsal_area_Res	intlateral_area	intlateral_area_Res	intangle	inteye_area	intbent_back	intcurvature	intPCE	intdorsal_tail	intpig_dorsal_tail	intpig_dorsal_tail_Res	conditions
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H06	SE144	H06	1	8	2	Size	6	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:04:53	6.066667	3270.599	719597.8	1055336	292.9982	247.2462	229.0154	48031.01	.0232277	4.70e-06	158.4358	17406.01	357122.2	111554	21643.09	-57577.41	-13432.38	0	.3482635	-.9275163	-1.675289	-.1792727	-.5445463	.1241019	-.5046266	-1.720366	-2.080278	.6285236	.651749	1.168219	.9936602	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H07	SE152	H07	1	8	2	Size	7	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:13:23	6.216667	3255.04	731171.9	999230.4	260.5815	227.6522	202.3438	40703.73	.0269097	.0000502	156.5989	7835.693				-43679.86	-65554.67	0	.2417897	-.7003002	-1.214676	-.8814972	-1.67333	-.030951	-1.331797	-.6241633	.3573453	-.7568286				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H08	SE160	H08	1	8	2	Size	8	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:22:43	6.366667	3082.784	703268.4	998183.6	316.5239	269.8535	238.6283	57242.43	.029319	.0000151	151.2541	6370.239	346654.7	114395.1	26371.21	-45861.29	-22500.35	0	-.7946292	-1.195972	-1.305165	-.9275163	-.8027294	-.5055555	.8086801	-.2628283	-.9927468	-1.081081	.5077189	1.327129	1.270565	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H09	SE168	H09	1	8	2	Size	9	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:31:44	6.516667	3268.698	748398.4	1084257	284.1645	252.8934	234.2168	50244.14	.02906	.0000289	164.8522	19320.07				-28492.77	15974.85	0	.3266899	-.3700005	-.8057134	.4029407	.3621859	.7856053	-.1689275	-.2839838	-.4250046	.8522636				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H10	SE176	H10	1	8	2	Size	10	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:41:00	6.683333	3065.01	786530.1	1062365	271.906	225.0735	199.6094	39836.43	.0277336	.0000553	174.6067		370789.8	94387.2	2012.547	40054.49	46231.04	0	-.8372732	.3052673	1.305165	-.035671	1.352456	2.869191	-1.467366	-.5162339	.5546024		.8804035	.5926759	.14654	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H11	SE184	H11	1	8	2	Size	11	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:50:00	6.833333	3186.027	743403.9	1060899	286.382	253.8302	231.5763	50603.03	.0307579	.0000782	162.6084	16149.9				-21142.45	13782.75	0	-.1896371	-.4588506	-.5244005	-.045869	.3078497	.4938683	-.1277157	-.035671	1.082193	.3807486				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate02_PDX1_220923_H12	SE192	H12	1	8	2	Size	12	H	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 14:58:32	6.966667	3533.644	837940.7	1120385	327.6376	271.0612	240.625	57750.86	.0247509	.000026	165.1768					21486.45	-15729.15	0	2.190952	1.677238	.6971414	1.217071	-.6300092	.8284646	.8665678	-1.116454	-.5304019					Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_A01	SE193	A01	1	1	3	Size	1	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:02:20	7.033333	3125.867	750701.3	1052555	281.7595	243.9028	223.518	46745	.0324189	.0000227	141.7518	17794.8	283999	72315.67	-4413.641	-4861.778	20840.73	1	-.563388	-.3159605	-.0819407	-.2208577	.5091376	-1.491606	-.6873378	.2208577	-.7076435	.6946285	-.7131901	-.4802242	-.1711858	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_A02	SE201	A02	1	1	3	Size	2	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:12:09	7.2	3152.935	787965.7	1067808	311.8935	280.8174	266.842	61937.87	.033889	.0000685	156.598	10198.36	378864.8	86372.07	-7458.221	28360.69	29163.52	1	-.4029407	.3374571	.9565875	.0713874	.8460211	-.0412731	1.307459	.4588506	.8949135	-.421036	1.034354	.296314	-.296314	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_A03	SE209	A03	1	1	3	Size	3	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:21:07	7.35	3317.348	792631.3	1119487	296.3484	258.9335	239.4406	52756.35	.0308791	.0000438	159.8261	8045.044	380031.1	71597.9	-22442.65	8475.257	38749.81	1	.5753707	.5162339	.3334753	1.195972	1.111406	.2395236	.1740978	-.0152849	.2050923	-.7082121	1.076836	-.5077189	-.9168461	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_A04	SE217	A04	1	1	3	Size	4	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:29:36	7.483333	3223.252	719238.9	1040263	303.2694	260.1327	248.5999	53414.3	.0261812	.0000344	165.6474	11992.8				-50866.14	-16383.61	1	-.0050948	-.9593184	-1.527927	-.3700005	-.6425875	.9191355	.2628283	-.7669867	-.1414683	-.2522505				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_A05	SE225	A05	1	1	3	Size	5	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:38:41	7.633333	3130.454	754708.9	1040413	277.9724	238.5372	219.2652	44741.21	.0315797	.0000519	159.202					-1539.12	7524.192	1	-.5162339	-.1896371	.040936	-.3591108	.0462453	.2077926	-.9432981	.1071952	.4479813					pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_A06	SE233	A06	1	1	3	Size	6	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:48:04	7.8	3085.079	813087.8	1079651	273.7652	247.7864	232.4219	48240.36	.0332707	.0000237	146.3198	15761.11	250383.3	48659.06	-22010.51	63615.37	58379.42	1	-.7669867	.9755887	1.635039	.2946089	1.595253	-.95108	-.475899	.3919137	-.6292786	.3074846	-1.529205	-1.529205	-.8804035	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_A07	SE241	A07	1	1	3	Size	7	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:57:50	7.95	3364.657	802081.9	1088204	330.5325	283.5569	270.4575	63164.06	.0287763	.0000336	163.1379	6160.889				10861.52	-4645.208	1	.8518291	.7265859	.4102362	.5396609	-.286376	.5410438	1.530002	-.3052673	-.2050923	-1.110116				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_A09	SE257	A09	1	1	3	Size	9	A	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:16:01	8.266666	3331.12	824781.5	1121671	310.7307	267.1954	246.0938	56076.05	.0240223	.0000292	163.3365	7357.178				38569.01	37407.14	1	.6617522	1.260977	1.236355	1.260977	1.038193	.5772272	.649121	-1.356951	-.4022501	-.9150422				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_B01	SE194	B01	1	2	3	Size	1	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:03:17	7.05	3265.395	815689.7	1073699	323.9494	282.0387	260.1044	62476.2	.0210738	9.10e-06	168.6751	9839.478				39291.66	6263.172	0	.2946089	1.079224	1.258632	.1896371	-.0256855	1.403413	1.369856	-2.506447	-1.587056	-.4679358				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_B02	SE202	B02	1	2	3	Size	2	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:13:06	7.216667	3406.218	829596.6	1141828	296.1484	257.7298	237.6399	52247.93	.0245068	.0000255	156.2001	6639.404				32170.09	38337.96	0	1.195972	1.438097	1.113937	1.766955	1.092553	-.0619316	.0662805	-1.238726	-.5546024	-1.02559				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_B03	SE210	B03	1	2	3	Size	3	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:22:04	7.366667	3093.212	791823.8	1072174	323.7356	282.6991	257.0313	62775.27	.0240294	.0000207	163.541	16568.6	278675.5	42886.96	-32882.71	41136.94	48820.49	0	-.6873378	.4816124	1.354709	.1586004	1.378552	.6017732	1.438097	-1.331797	-.8490862	.4798192	-.7449356	-1.709391	-1.455138	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_B04	SE218	B04	1	2	3	Size	4	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:30:47	7.5	3473.269	796728.5	1122358	308.9882	270.1664	244.7415	57362.06	.0213257	.0000179	169.1721	5712.28	336785.3	47193.6	-39051.23	-10710.36	1701.837	0	1.637021	.5995885	-.2905068	1.283871	-.139134	1.491606	.8300614	-2.32029	-.9265376	-1.150349	.3475804	-1.612762	-1.972578	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_B05	SE226	B05	1	2	3	Size	5	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:39:54	7.65	3410.655	825379.6	1126187	309.7596	264.043	237.8906	54790.04	.0261682	.0000377	161.8633	4934.692				27290.63	21560.55	0	1.307459	1.307459	.8938006	1.438097	.5928543	.4363932	.4307273	-.7807333	.0052222	-1.296175				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_B06	SE234	B06	1	2	3	Size	6	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:49:32	7.816667	3175.238	826845.1	1058955	345.2895	311.9768	300.1541	76442.88	.0316325	.0000607	168.9344	7716.064	386535.9	67470.7	-27742.44	63909.64	14600.92	0	-.2628283	1.331797	1.675289	-.0867197	.3294663	1.460936	2.506447	.1174492	.6549499	-.8221053	1.168219	-.6821476	-1.168219	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_B07	SE242	B07	1	2	3	Size	7	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:58:49	7.966667	3378.969	790328.4	1090836	296.129	244.108	213.3854	46894.53	.0256584	.0000417	165.8511	9241.333				-3029.069	-5677.453	0	.9119622	.425144	-.0204637	.5753707	-.3186394	.95108	-.6744897	-.8665678	.1098857	-.5403103				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_B08	SE250	B08	1	2	3	Size	8	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:08:00	8.133333	3386.425	787397.4	1103068	308.427	265.4014	239.6855	55358.28	.0250638	.0000343	164.035	10796.51				-7073.454	4645.638	0	1.00893	.3266899	-.1230837	.8518291	-.056532	.6777308	.5046266	-1.043433	-.1520257	-.3921935				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_B09	SE258	B09	1	2	3	Size	9	B	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:17:09	8.283334	3419.511	822089.9	1091973	312.5026	270.3368	243.3594	57451.78	.0202145	2.42e-06	171.4588	2661.743				22678.39	-14920.76	0	1.356951	1.217071	.7639484	.6118298	-.6051461	2.085356	.8518291	-2.87307	-2.86526	-1.657306				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_C01	SE195	C01	1	3	3	Size	1	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:05:45	7.083333	3187.473	719627.7	1037242	280.7187	239.2338	218.8185	44950.56	.038861	.0000655	147.6929	24972.54				-45134.63	-10244.03	1	-.1586004	-.9119622	-1.281552	-.425144	-.4628908	-.8140123	-.889036	1.00893	.7764218	1.700787				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_C02	SE203	C02	1	3	3	Size	2	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:14:02	7.233333	3111.045	713436.9	1039515	281.6545	249.2664	224.2188	48808.59	.0321034	.0000578	149.8249	4157.104				-39912.96	11595.92	1	-.6241633	-1.043433	-1.095108	-.3919137	.2650336	-.6266873	-.3482635	.1896371	.5791321	-1.415986				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_C03	SE211	C03	1	3	3	Size	3	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:23:19	7.383333	3260.195	782193.6	1092750	279.5584	243.4371	218.75	46565.55	.0296487	.0000314	158.5745	20845.34	331102.9	78745.73	-6474.771	6572.116	26645.41	1	.2733908	.231311	.279851	.6365926	.8027294	.1345039	-.7133814	-.200022	-.3241383	1.130004	.220807	-.14654	-.2709782	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_C04	SE219	C04	1	3	3	Size	4	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:32:17	7.533333	3283.083	754798.6	1081715	276.3851	244.9273	232.2373	47133.79	.0346345	.000043	155.2431	15432.13				-24240.83	9749.604	1	.4140168	-.1792727	-.6208568	.353682	.1703256	-.1345039	-.6617522	.5396609	.1838047	.2632306				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_C05	SE227	C05	1	3	3	Size	5	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:41:06	7.683333	3248.979	773759.8	1077109	269.9417	236.9674	213.2813	44113.16	.0412786	.0000505	145.1177	9211.426				-186.9581	13875.4	1	.1586004	.0867197	.0922107	.2733908	.3186394	-1.089984	-1.026029	1.175393	.379702	-.5526422				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_C06	SE235	C06	1	3	3	Size	6	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:50:55	7.833333	3286.118	789132.1	1081715	282.0059	249.0574	229.8957	48748.78	.0314303	.0000543	157.8042	28352.05				9639.592	8972.79	1	.425144	.3919137	.3770688	.353682	.1184164	.0619316	-.3645503	.0560719	.5424624	2.491741				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_C07	SE243	C07	1	3	3	Size	7	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:59:51	7.983333	3336.369	768197	1056443	288.1119	235.5757	205.0781	43634.64	.0325649	3.71e-06	164.9022	20606.08				-18799.3	-29164.35	1	.7399182	.035671	-.4665577	-.1586004	-.9701591	.7997282	-1.097649	.2628283	-2.181226	1.05293				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_C08	SE251	C08	1	3	3	Size	8	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:09:18	8.15	3216.984	723067	1034312	299.733	245.3621	211.9919	47313.23	.0346907	.0000539	138.5705	20815.43				-46102.11	-20730.54	1	-.0254766	-.8228925	-1.329529	-.470201	-.7472411	-1.812177	-.6365926	.5514857	.5304019	1.090657				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_C09	SE259	C09	1	3	3	Size	9	C	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:18:27	8.3	3210.773	797177.1	1077019	278.8632	253.1862	237.8906	50393.68	.0373171	.000082	160.4747	24852.91				28935.46	23567.09	1	-.0560719	.6118298	.9894378	.2575581	.6425875	.2929671	-.1482901	.8665678	1.140287	1.657306				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_D01	SE196	D01	1	4	3	Size	1	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:06:44	7.1	3333.696	795891.1	1102081	291.5493	257.4784	238.5822	52098.39	.0315339	.0000367	155.0251	16538.7	320814.8	82543.95	-821.968	9294.094	17158.58	0	.6873378	.5753707	.3551877	.8228925	.3842142	-.1553528	.035671	.0764961	-.0574752	.456118	.0486916	.0486916	-.0730736	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_D02	SE204	D02	1	4	3	Size	2	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:15:34	7.25	3355.077	820953.4	1032966	362.7735	299.2024	281.1019	70311.89	.0254673	.0000449	170.8946	7476.807	381003.1	75112	-19103.77	31163.61	-57431	0	.8086801	1.195972	1.076659	-.4930868	-1.559608	1.812177	2.190952	-.9432981	.2479583	-.8754007	1.121357	-.3475804	-.7774502	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_D03	SE212	D03	1	4	3	Size	3	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:24:26	7.4	3277.49	796489.3	1072264	317.1764	288.4332	281.6861	65377.2	.0325128	.0000321	155.1418	3947.754				18285.03	1730.787	0	.3809343	.5874365	.5962318	.1689275	-.1184164	-.1449205	1.677238	.252295	-.2804052	-1.476423				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_D04	SE220	D04	1	4	3	Size	4	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:33:16	7.55	3314.431	861328.1	1112549	345.6346	285.8734	245.101	64360.35	.0292298	.000039	165.0389	11514.28				77607.71	32558.24	0	.5514857	2.007321	1.765076	1.061158	.8909596	.8140123	1.563708	-.2733908	.0365631	-.2963679				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_D05	SE228	D05	1	4	3	Size	5	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:42:17	7.7	3404.228	799509.9	1101005	315.0834	274.2448	251.7044	59096.68	.0246901	.0000338	164.2953	8403.931	398095.1	67380.98	-29915.87	2380.557	-1975.932	0	1.175393	.6744897	.1540745	.7946292	-.2226981	.7441428	1.017442	-1.1553	-.1944375	-.6878846	1.327129	-.7131901	-1.217797	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_D06	SE236	D06	1	4	3	Size	6	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:52:35	7.866667	3437.365	807854	1149574	306.4293	263.3279	234.7669	54461.06	.0247398	.0000331	170.5284	14176.03				5776.51	38109.67	0	1.49795	.8518291	.2480682	1.873672	1.055966	1.714594	.3700005	-1.135663	-.2372021	.0371831				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_D07	SE244	D07	1	4	3	Size	7	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:01:13	8.016666	3482.998	832198.5	1129506	311.4237	266.0373	237.8906	55627.44	.0279129	.000039	163.7435	8912.354	372913.2	62775.27	-29982.17	23306.86	6358.878	0	1.817728	1.467366	.8057134	1.467366	-.0154102	.6519967	.5396609	-.4588506	.0470166	-.5775628	.954549	-.8450942	-1.270565	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_D08	SE252	D08	1	4	3	Size	8	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:10:19	8.166667	3225.69	798612.7	1096698	315.4215	277.3063	263.6821	60592.04	.0305763	.0000515	166.6029	8703.003	342677	51141.36	-36165.54	28143.62	39427.15	0	.0254766	.6365926	.9405437	.7265859	1.150349	1.089984	1.145427	-.0662805	.4136006	-.6028475	.4530879	-1.455138	-1.612762	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_D09	SE260	D09	1	4	3	Size	9	D	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:19:34	8.316667	3287.614	805999.8	1096339	313.3694	274.8617	253.1125	59365.84	.0255811	.0000335	167.4846	11693.73	292582.4	76472.78	-1803.815	26283.8	23214.26	0	.4363241	.8086801	.8786486	.7003002	.6300092	1.188674	1.061158	-.9119622	-.2157705	-.2852877	-.5077189	-.296314	-.1219828	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_E01	SE197	E01	1	1	3	Size	1	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:07:57	7.116667	3407.045	788025.5	1106567	299.7885	252.1392	229.6875	49945.07	.0358286	.0000592	152.7132	20097.66				-9524.487	2865.57	1	1.238726	.3482635	-.22702	.9593184	-.0771244	-.3037519	-.2052224	.6873378	.6165979	.9730902				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_E02	SE205	E02	1	3	3	Size	2	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:16:52	7.266667	3229.844	764907.3	1075613	285.3027	251.5517	229.6875	49705.81	.0297058	.0000381	150.9776	7147.827				-6182.199	17278.87	1	.0560719	-.0152849	-.1024905	.231311	.395298	-.5530241	-.2417897	-.1792727	.0156671	-.9645989				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_E03	SE213	E03	1	1	3	Size	3	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:25:28	7.416667	3249.33	790208.8	1053123	341.411	259.6301	240.5922	52965.7	.026787	.0000314	168.2377	3887.939	416936.7	88016.97	-12676.36	16209.62	-10200.11	1	.1792727	.4140168	.5599549	-.200022	-.451486	1.300541	.200022	-.6744897	-.31315	-1.508776	1.529205	.3475804	-.5356029	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_E04	SE221	E04	1	3	3	Size	4	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:34:26	7.566667	2981.845	726027.8	943543.1	274.3551	232.3649	210.3785	42408.45	.0329069	.0000781	151.4008	17645.26				-8029.183	-51298.3	1	-1.116454	-.7669867	-.1540745	-1.307459	-1.493731	-.4592	-1.238726	.3591108	1.063622	.6678376				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_E05	SE229	E05	1	1	3	Size	5	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:43:31	7.716667	2803.6	627543.3	846613.8	261.1385	226.4702	208.2583	40285.04	.0317811	8.16e-06	162.2994	2332.764				-79897.3	-102593.1	1	-1.438097	-2.190952	-2.088701	-1.936181	-2.087032	.4706929	-1.41001	.1586004	-1.708735	-1.747743				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_E06	SE237	E06	1	3	3	Size	6	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:53:32	7.883333	3201.478	734970.1	1094246	292.0498	243.4527	216.0156	46565.55	.0224324	.0000244	160.9572	8523.56				-31883.53	43173.61	1	-.0969524	-.6365926	-.9247383	.649121	1.27922	.3363254	-.7133814	-1.936181	-.6040155	-.6678376				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_E07	SE245	E07	1	1	3	Size	7	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:02:08	8.033334	3364.781	799599.6	1099509	277.0226	241.8344	220.8868	45937.5	.0345542	.0000578	145.8291	17136.84	323596.2	82603.76	-1263.54	8360.691	6627.915	1	.8665678	.6873378	.3119191	.7533835	.0051366	-1.035551	-.7807333	.5046266	.6040155	.5650586	.0730736	.0730736	-.097499	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_E08	SE253	E08	1	3	3	Size	8	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:11:25	8.183333	3519.872	841768.8	1138538	306.673	265.2175	237.661	55268.55	.0234645	.0000226	168.2304	16299.44	357600.7	73212.89	-16784.24	27371.04	5950.461	1	2.007321	1.720366	.9091607	1.637021	-.0359635	1.276876	.4816124	-1.59929	-.7211238	.4094582	.6821476	-.4530879	-.6219411	pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_E09	SE261	E09	1	1	3	Size	9	E	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:20:33	8.333333	2571.676	806508.2	1021033	298.1434	220.6816	203.7656	38580.32	.0549594	.0000215	150.1084	25690.31				133699.6	131203.4	1	-1.936181	.8228925	2.318758	-.6241633	2.87049	-.5894558	-1.677238	1.720366	-.8049763	1.855258				pdx1_crispants
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_F01	SE198	F01	1	6	3	Size	1	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:08:55	7.133333	3089.491	750791	1071726	302.0703	256.1602	226.9531	51560.06	.024176	.0000355	158.9166	8852.539				659.7828	49324.45	0	-.7265859	-.3052673	.1333994	.1277157	1.46309	.1762694	-.0152849	-1.283871	-.1203995	-.590158				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_F02	SE206	F02	1	6	3	Size	2	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:17:50	7.283333	3320.796	837671.5	1072114	322.0541	291.4228	279.7432	66767.88	.0259893	.0000159	167.9611	4515.991				53000.67	-9505.892	0	.5995885	1.637021	1.527927	.143141	-.4064306	1.253905	1.817728	-.8228925	-.9757938	-1.36032				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_F03	SE214	F03	1	6	3	Size	3	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:26:30	7.433333	3408.25	828041.4	1140721	309.3631	265.2541	237.8906	55298.46	.0246805	.0000425	158.2215	10916.14				30311.55	36711.23	0	1.260977	1.382994	1.023392	1.720366	1.003595	.0929718	.4930868	-1.175393	.1520257	-.3636737				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_F04	SE222	F04	1	6	3	Size	4	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:35:27	7.583333	3237.998	790448	1048577	334.4769	292.6193	272.9757	67261.35	.0282125	.0000454	165.7286	7835.693	326616.8	78177.49	-6234.319	18140.98	-11844.8	0	.0969524	.4475589	.5840545	-.2681058	-.4858843	.9349885	1.936181	-.3919137	.2695584	-.7568286	.1219828	-.220807	-.2458153	Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_F05	SE230	F05	1	6	3	Size	5	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:44:44	7.733333	3223.933	897994.4	1023276	358.1346	273.1247	252.9487	58648.07	.027155	.0000122	163.7269	358.8867				127787.6	-33545.38	0	.0050948	2.190952	2.18935	-.5995885	-1.092553	.6392909	.9593184	-.563388	-1.101146	-2.304645				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_F06	SE238	F06	1	6	3	Size	6	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 15:54:36	7.9	3173.708	782941.3	1026745	290.512	259.1725	237.8906	52756.35	.0284989	.0000663	164.31	6788.94				20234.36	-17217.49	0	-.2839838	.252295	.6458641	-.563388	-.6939638	.7578185	.1740978	-.3482635	.8049763	-.998996				Controls
InsH2Bfabp_Size_03dpf_VAST01_plate03_PDX1_220923_F07	SE246	F07	1	6	3	Size	7	F	insH2Bfabp	Size	PDX1	220923	1	3	23sep2022 16:03:21	8.05	3245.26	720435.2	1040054	290.2976	242.7077	205.0781	46296.39	.0340076	.0000517	160.1581	1106.567				-52956.14	-22227.46	0	.1482901	-.8665678	-1.597277	-.3809343	-.7886307	.2822162	-.7601675	.470201	.4364642	-2.174588				Controls
