index	filename	time	control_1_mutant_2_uninjected_0	plate	treatment	column	row	well	luminescenceplatea	luminescenceplateb	rlu_mean	rlu_percstdev	conc	rlublanksub	rsquared_gluglo	stdcurvefunction_gluglo	intercept_gluglo	slope_gluglo	blank_gluglo	maxstd_gluglo	glucconc_well_um	gluc	row384	column384	gluglo_assayfilename	assay_plate	date	experiment	gene	diet	fasted	age	luminiscence_d	delta_lum_d	luminiscence_dd	random_nr	assay_jitter	time_jitter	sirt1_dich	intgluc
SIRT1_175	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_G10	75	1	plate02	fasted	10	G	M23	138800	144500	141650	2.8454	NA	135053.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.805618	10.81141	M	23	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	141650	5700	1.041066	24	.998	75.91	0	.2253087
SIRT1_482	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_B03	75	2	plate06	fasted	3	B	C16	237900	240400	239150	.7391875	NA	230193.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	6.901559	19.6067	C	16	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	239150	2500	1.010509	77	2.104	78.03	1	1.129479
SIRT1_415	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_G06	75	1	plate05	fasted	6	G	M06	110000	119500	114750	5.854043	NA	105793.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.217253	9.139923	M	6	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	114750	9500	1.086364	88	2.126	78.47	0	-.0900332
SIRT1_319	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_G04	75	1	plate04	fasted	4	G	N17	92450	91540	91995	.6994588	NA	85398.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.388602	6.7858	N	17	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	91995	910	.9901568	23	.996	75.87	0	-.6847872
SIRT1_162	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_B09	75	2	plate02	fasted	9	B	C22	228500	236800	232650	2.522668	NA	226053.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	6.402505	18.18893	C	22	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	232650	8300	1.036324	93	1.136	78.67	1	1.004335
SIRT1_064	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_H08	75	1	plate01	fasted	8	H	O08	66780	73270	70025	6.553549	NA	63428.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.761639	5.004655	O	8	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	70025	6490	1.097185	30	1.01	76.15	0	-1.263188
SIRT1_059	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_C08	75	1	plate01	fasted	8	C	E08	109000	129500	119250	12.15571	NA	112653.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.166384	8.995408	E	8	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	119250	20500	1.188073	20	.99	75.75	0	-.1119418
SIRT1_205	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_E02	75	1	plate03	fasted	2	E	J02	85680	85560	85620	.099104	NA	79023.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.206677	6.268968	J	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	85620	120	.9985994	25	1	75.95	0	-.837745
SIRT1_312	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_H03	75	2	plate04	fasted	3	H	P16	266300	267800	267050	.3971766	NA	260453.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.384186	20.9778	P	16	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	267050	1500	1.005633	53	1.056	77.07	1	1.352902
SIRT1_049	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_A07	75	2	plate01	fasted	7	A	A07	122700	106500	114600	9.99575	NA	108003.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.033686	8.618425	A	7	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	114600	16200	.8679706	46	1.042	76.79	1	-.2225149
SIRT1_489	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_A04	75	1	plate06	fasted	4	A	A17	101200	110100	105650	5.956697	NA	96693.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.947742	8.374267	A	17	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	105650	8900	1.087945	31	2.012	76.19	0	-.2901008
SIRT1_195	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_C01	75	2	plate03	fasted	1	C	F01	435500	424800	430150	1.758931	NA	423553.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	12.03861	34.20059	F	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	430150	10700	.9754305	1	.952	74.99	1	2.136868
SIRT1_316	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_D04	75	1	plate04	fasted	4	D	H17	91920	88230	90075	2.896724	NA	83478.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.33381	6.630142	H	17	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	90075	3690	.9598564	83	1.116	78.27	0	-.7196522
SIRT1_320	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_H04	75	1	plate04	fasted	4	H	P17	117600	104900	111250	8.072141	NA	104653.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.938086	8.346835	P	17	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	111250	12700	.8920068	70	1.09	77.75	0	-.3014866
SIRT1_412	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_D06	75	1	plate05	fasted	6	D	G06	253200	262800	258000	2.631095	NA	249043.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	7.459832	21.19271	G	6	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	258000	9600	1.037915	89	2.128	78.51	0	1.380635
SIRT1_062	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_F08	75	1	plate01	fasted	8	F	K08	264200	266400	265300	.5863682	NA	258703.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.334246	20.83592	K	8	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	265300	2200	1.008327	49	1.048	76.91	0	1.326172
SIRT1_307	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_C03	75	2	plate04	fasted	3	C	F16	252300	254000	253150	.4748495	NA	246553.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	6.987518	19.8509	F	16	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	253150	1700	1.006738	87	1.124	78.43	1	1.160975
SIRT1_413	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_E06	75	1	plate05	fasted	6	E	I06	428100	412400	420250	2.64166	NA	411293.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	12.26513	34.84411	I	6	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	420250	15700	.9633263	58	2.066	77.27	0	2.334583
SIRT1_057	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_A08	75	1	plate01	fasted	8	A	A08	133900	135900	134900	1.048342	NA	128303.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.612991	10.26418	A	8	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	134900	2000	1.014937	27	1.004	76.03	0	.128408
SIRT1_410	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_B06	75	1	plate05	fasted	6	B	C06	131500	107400	119450	14.26645	NA	110493.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.356451	9.535372	C	6	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	119450	24100	.81673	29	2.008	76.11	0	.0081739
SIRT1_174	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_F10	75	1	plate02	fasted	10	F	K23	554800	552000	553400	.35777	NA	546803.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	15.55582	44.19267	K	23	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	553400	2800	.9949532	41	1.032	76.59	0	3.065383
SIRT1_170	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_B10	75	1	plate02	fasted	10	B	C23	56960	60670	58815	4.460369	NA	52218.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.441736	4.095842	C	23	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	58815	3710	1.065133	20	.99	75.75	0	-1.520996
SIRT1_416	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_H06	75	1	plate05	fasted	6	H	O06	94440	91100	92770	2.545798	NA	83813.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.56628	7.290568	O	6	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	92770	3340	.9646336	59	2.068	77.31	0	-.565492
SIRT1_488	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_H03	75	2	plate06	fasted	3	H	O16	82200	87390	84795	4.327949	NA	75838.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.330087	6.619566	O	16	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	84795	5190	1.063139	81	2.112	78.19	1	-.7267301
SIRT1_485	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_E03	75	2	plate06	fasted	3	E	I16	172800	172700	172750	.0409324	NA	163793.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	4.935016	14.01993	I	16	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	172750	100	.9994213	23	1.996	75.87	1	.6710732
SIRT1_490	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_B04	75	1	plate06	fasted	4	B	C17	263800	274200	269000	2.733796	NA	260043.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	7.785615	22.11823	C	17	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	269000	10400	1.039424	26	2.002	75.99	0	1.470951
SIRT1_061	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_E08	75	1	plate01	fasted	8	E	I08	402400	394500	398450	1.401968	NA	391853.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	11.13398	31.63062	I	8	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	398450	7900	.9803678	45	1.04	76.75	0	2.086244
SIRT1_204	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_D02	75	1	plate03	fasted	2	D	H02	180600	170000	175300	4.275717	NA	168703.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.765895	13.53948	H	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	175300	10600	.9413068	87	1.124	78.43	0	.58478
SIRT1_563	20240516_GGTassay_7dpf_SIRT1_fasted_plate07_C01	75	2	plate07	fasted	1	C	F01	162900	158700	160800	1.846921	NA	151843.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	4.581098	13.01448	F	1	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	160800	4200	.9742173	88	2.126	78.47	1	.5212769
SIRT1_203	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_C02	75	1	plate03	fasted	2	C	F02	374800	365900	370350	1.699271	NA	363753.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	10.33208	29.3525	F	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	370350	8900	.976254	58	1.066	77.27	0	1.959964
SIRT1_202	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_B02	75	1	plate03	fasted	2	B	D02	220000	214800	217400	1.691332	NA	210803.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	5.967312	16.95259	D	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	217400	5200	.9763637	47	1.044	76.83	0	.9261889
SIRT1_169	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_A10	75	1	plate02	fasted	10	A	A23	259000	278700	268850	5.181329	NA	262253.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.435553	21.12373	A	23	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	268850	19700	1.076062	63	1.076	77.47	0	1.366637
SIRT1_196	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_D01	75	2	plate03	fasted	1	D	H01	181200	174700	177950	2.582857	NA	171353.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.841519	13.75432	H	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	177950	6500	.964128	41	1.032	76.59	1	.6240287
SIRT1_198	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_F01	75	2	plate03	fasted	1	F	L01	158500	150700	154600	3.56755	NA	148003.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.175175	11.86129	L	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	154600	7800	.9507886	45	1.04	76.75	1	.3765316
SIRT1_315	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_C04	75	1	plate04	fasted	4	C	F17	112000	111500	111750	.3163789	NA	105153.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.952354	8.387371	F	17	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	111750	500	.9955357	34	1.018	76.31	0	-.2844221
SIRT1_194	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_B01	75	2	plate03	fasted	1	B	D01	256600	260300	258450	1.012302	NA	251853.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.138766	20.28058	D	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	258450	3700	1.014419	84	1.118	78.31	1	1.204851
SIRT1_309	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_E03	75	2	plate04	fasted	3	E	J16	280800	288700	284750	1.961771	NA	278153.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.889295	22.41277	J	16	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	284750	7900	1.028134	84	1.118	78.31	1	1.503894
SIRT1_487	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_G03	75	2	plate06	fasted	3	G	M16	98780	119100	108940	13.18929	NA	99983.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.04518	8.651081	M	16	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	108940	20320	1.20571	65	2.08	77.55	1	-.211357
SIRT1_163	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_C09	75	2	plate02	fasted	9	C	E22	234900	241300	238100	1.900665	NA	231503.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	6.558033	18.63078	E	22	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	238100	6400	1.027246	27	1.004	76.03	1	1.079343
SIRT1_402	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_B05	75	2	plate05	fasted	5	B	C05	130500	130300	130400	.108452	NA	121443.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	3.680753	10.45668	C	5	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	130400	200	.9984674	68	2.086	77.67	1	.1725013
SIRT1_063	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_G08	75	1	plate01	fasted	8	G	M08	75510	75110	75310	.3755713	NA	68713.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.912458	5.433119	M	8	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	75310	400	.9947027	75	1.1	77.95	0	-1.119227
SIRT1_308	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_D03	75	2	plate04	fasted	3	D	H16	82230	68800	75515	12.57557	NA	68918.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	1.918308	5.449739	H	16	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	75515	13430	.8366776	3	.956	75.07	1	-1.079343
SIRT1_172	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_D10	75	1	plate02	fasted	10	D	G23	119700	119000	119350	.4147254	NA	112753.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.169237	9.003515	G	23	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	119350	700	.9941521	90	1.13	78.55	0	-.10646
SIRT1_305	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_A03	75	2	plate04	fasted	3	A	B16	87420	87290	87355	.1052302	NA	80758.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.256189	6.409627	B	16	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	87355	130	.9985129	73	1.096	77.87	1	-.7921712
SIRT1_166	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_F09	75	2	plate02	fasted	9	F	K22	147600	138700	143150	4.396263	NA	136553.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.848423	10.93302	K	22	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	143150	8900	.9397019	44	1.038	76.71	1	.2561616
SIRT1_484	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_D03	75	2	plate06	fasted	3	D	G16	248500	254900	251700	1.797967	NA	242743.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	7.273248	20.66264	G	16	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	251700	6400	1.025755	45	2.04	76.75	1	1.28777
SIRT1_171	20240516_GGTassay_7dpf_SIRT1_fasted_plate02_C10	75	1	plate02	fasted	10	C	E23	132600	133100	132850	.2661298	NA	126253.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.55449	10.09798	E	23	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	132850	500	1.003771	55	1.06	77.15	0	.0900332
SIRT1_495	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_G04	75	1	plate06	fasted	4	G	M17	35920	39280	37600	6.318827	NA	28643.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	.9323314	2.648669	M	17	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	37600	3360	1.093541	81	2.112	78.19	0	-2.040462
SIRT1_407	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_G05	75	2	plate05	fasted	5	G	M05	52000	54860	53430	3.785	NA	44473.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	1.401162	3.980575	M	5	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	53430	2860	1.055	43	2.036	76.67	1	-1.538555
SIRT1_414	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_F06	75	1	plate05	fasted	6	F	K06	103600	108700	106150	3.39731	NA	97193.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.96255	8.416335	K	6	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	106150	5100	1.049228	33	2.016	76.27	0	-.26744
SIRT1_411	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_C06	75	1	plate05	fasted	6	C	E06	25710	29430	27570	9.54094	NA	18613.17	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	.6352768	1.804764	E	6	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	27570	3720	1.144691	30	2.01	76.15	0	-2.334583
SIRT1_494	20240516_GGTassay_7dpf_SIRT1_fasted_plate06_F04	75	1	plate06	fasted	4	F	K17	504000	502300	503150	.2389112	NA	494193.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	14.72034	41.81916	K	17	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	503150	1700	.996627	48	2.046	76.87	0	2.546865
SIRT1_401	20240516_GGTassay_7dpf_SIRT1_fasted_plate05_A05	75	2	plate05	fasted	5	A	A05	73510	83390	78450	8.905309	NA	69493.16	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	2.14217	6.08571	A	5	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	78450	9880	1.134403	34	2.018	76.31	1	-.8851292
SIRT1_200	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_H01	75	2	plate03	fasted	1	H	P01	189800	170300	180050	7.658196	NA	173453.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.901447	13.92457	P	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	180050	19500	.8972602	56	1.062	77.19	1	.6507353
SIRT1_193	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_A01	75	2	plate03	fasted	1	A	B01	106800	101800	104300	3.389774	NA	97703.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.739752	7.783387	B	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	104300	5000	.9531835	36	1.022	76.39	1	-.4387129
SIRT1_201	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_A02	75	1	plate03	fasted	2	A	B02	99680	95930	97805	2.71116	NA	91208.75	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	2.554403	7.256826	B	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	97805	3750	.9623796	79	1.108	78.11	0	-.58478
SIRT1_314	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_B04	75	1	plate04	fasted	4	B	D17	119800	115300	117550	2.706917	NA	110953.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.11787	8.857587	D	17	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	117550	4500	.9624374	71	1.092	77.79	0	-.1449091
SIRT1_561	20240516_GGTassay_7dpf_SIRT1_fasted_plate07_A01	75	2	plate07	fasted	1	A	B01	233900	262100	248000	8.040488	NA	239043.2	.9970179	y = 33764.8363388985 * x + ( -2836.85115240107 )	-2836.851	33764.84	8956.833	1698500	7.163666	20.35132	B	1	20241004_gluGLO_SIRT1-02	2	20240516	GGTassay	SIRT1	fasted	1	7	248000	28200	1.120564	20	1.99	75.75	1	1.216189
SIRT1_206	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_F02	75	1	plate03	fasted	2	F	L02	269000	251500	260250	4.754801	NA	253653.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	7.190133	20.42651	L	2	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	260250	17500	.9349442	15	.98	75.55	0	1.227685
SIRT1_306	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_B03	75	2	plate04	fasted	3	B	D16	164000	165000	164500	.4298522	NA	157903.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	4.457693	12.6639	D	16	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	164500	1000	1.006098	30	1.01	76.15	1	.4719583
SIRT1_197	20240516_GGTassay_7dpf_SIRT1_fasted_plate03_E01	75	2	plate03	fasted	1	E	J01	147500	144900	146200	1.257509	NA	139603.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.935462	11.18029	J	1	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	146200	2600	.9823729	28	1.006	76.07	1	.2929437
SIRT1_311	20240516_GGTassay_7dpf_SIRT1_fasted_plate04_G03	75	2	plate04	fasted	3	G	N16	141700	140000	140850	.853448	NA	134253.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.782788	10.74656	N	16	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	140850	1700	.9880028	97	1.144	78.83	1	.205788
SIRT1_056	20240516_GGTassay_7dpf_SIRT1_fasted_plate01_H07	75	2	plate01	fasted	7	H	O07	118200	119700	118950	.8916857	NA	112353.8	.9966736	y = 35041.9482854681 * x + ( 1697.49581175753 )	1697.496	35041.95	6596.25	1756625	3.157823	8.971087	O	7	20240920_gluGLO_SIRT1-01	1	20240516	GGTassay	SIRT1	fasted	1	7	118950	1500	1.01269	37	1.024	76.43	1	-.1174269
